"","SC249360.PC04924.C01","SC249360.PC07578.B09","SC249365.PC04924.H01","SC249365.PC07578.E09","SC249382.PC04924.D02","SC249382.PC07578.H05","SC249385.PC04924.G02","SC249385.PC07578.C07","SC249394.PC04924.G03","SC249398.PC04924.C04","SC249410.PC04924.E05","SC249410.PC04925.F02","SC249410.PC07578.B01","SC249417.PC04924.D06","SC249421.PC04924.H06","SC249421.PC07578.F02","SC249426.PC04924.D07","SC249426.PC04925.F03","SC249426.PC07578.F03","SC249433.PC04924.B08","SC249433.PC04925.C04","SC249433.PC07578.G08","SC249436.PC04924.E08","SC249436.PC04925.E04","SC249436.PC07578.E04","SC249447.PC04924.G09","SC249447.PC04925.C05","SC249452.PC04924.D10","SC253182.PC04925.H05","SC253182.PC07578.A01","SC253186.PC04925.D06","SC253186.PC07578.D06","SC253193.PC04925.C07","SC253200.PC04925.C08","SC253200.PC07578.C08","SC253845.PC04924.H10","SC253845.PC07578.C09","SC253846.PC04924.A11","SC253846.PC04925.D09","SC253846.PC07578.D09","SC261516.PC04925.H10","SC261516.PC07578.H10","SC261528.PC04925.E10","SC261528.PC07578.E11","SC304090.PC07578.G04","SC304940.PC07578.C03","SC249364.PC04925.C01","SC249369.PC07578.E01","SC249396.PC04924.A04","SC249396.PC04925.A02","SC249399.PC04924.D04","SC249401.PC04924.F04","SC249405.PC04924.A05","SC249405.PC04925.C02","SC249407.PC04924.B05","SC249411.PC04924.F05","SC249411.PC04925.G02","SC249411.PC07578.G02","SC249414.PC04924.A06","SC249414.PC04925.H02","SC249414.PC07578.H02","SC249418.PC04924.E06","SC249418.PC04925.B03","SC249419.PC04924.F06","SC249419.PC04925.C03","SC249424.PC04924.B07","SC249424.PC04925.E03","SC249424.PC07578.E03","SC249429.PC04924.G07","SC249429.PC04925.G03","SC249429.PC07578.G03","SC249430.PC04924.H07","SC249430.PC04925.H03","SC249430.PC07578.H03","SC249435.PC04924.D08","SC249435.PC04925.D04","SC249440.PC04924.A09","SC249440.PC04925.G04","SC249441.PC04924.B09","SC249441.PC04925.H04","SC249441.PC07578.H04","SC249445.PC04924.E09","SC249445.PC04925.B05","SC249448.PC04924.H09","SC249448.PC04925.A11","SC249448.PC04925.D05","SC249448.PC07578.D05","SC249449.PC04924.A10","SC249449.PC04925.E05","SC249453.PC04924.E10","SC249453.PC04925.F05","SC249453.PC07578.F05","SC253183.PC04925.A06","SC253183.PC07578.D08","SC253184.PC04925.B06","SC253184.PC07578.G06","SC253188.PC04925.E06","SC253190.PC04925.G06","SC253190.PC04925.H06","SC253197.PC04925.G07","SC253197.PC04925.H07","SC253199.PC04925.A08","SC253199.PC04925.B08","SC253199.PC04925.E11","SC253201.PC04925.D08","SC253201.PC04925.E08","SC253201.PC07578.E08","SC253203.PC04925.G08","SC253203.PC04925.H08","SC253849.PC04924.D11","SC253849.PC07578.F09","SC261515.PC07578.H11","SC261517.PC07578.F01","SC261523.PC04925.G10","SC261523.PC07578.G10","SC261526.PC04925.C11","SC261526.PC07578.C11","SC261527.PC04925.B10","SC261531.PC04925.G11","SC261531.PC07578.G11","SC261532.PC04925.D11","SC261532.PC07578.D11","SC304095.PC07578.A06","SC304096.PC07578.A07","SC304098.PC07578.A08","SC304925.PC07578.D.07.PC07578.D07","SC304929.PC07578.B04","SC304931.PC07578.B06","SC304935.PC07578.B.10.PC07578.B10","SC304941.PC07578.C04"
"Desulfovibrio",0,0,0,0,0,0,0,0,0,0,4.17850576633796e-05,0,0,4.83049783110647e-05,0,0.000107672760944936,2.9528430957607e-05,0,1.592001783042e-05,0,0,0,0,0,3.47801892042293e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17578779385961e-05,3.20363933428375e-05,2.39383348494279e-05,0,0,1.75466301696759e-05,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Devosia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Dialister",0,1.76399509609363e-05,0,3.11932185942776e-05,0,0,0,7.82786524329984e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001418136607351,0.00204692174460715,0,0,0,0,0,0,0,0,0,0,0,0,0.000152172868378478,8.77738944479022e-05,0.000201579330230765,0,0.000114053096102893,0.000368677901640617,0.000217492313623916,0,NA,0.00283903340816057,0.00446970246922542,0.00336505708210326,0.00312592543845217,0.0037996513038205,0.00400253493879457,0.00452307474852176,0.00341530054644809,0.00438942387514528,0.00508831218516865,0.00609369399178316,0.00605473792925381,0.00648573270361649,0.00792250947680254,0.00771183320738631,0.00532627349211,0.00674942889447816,0.00969224944561631,0.011284763659624,0.0102309952224068,0.0040582005344947,0.00469531394702723,0.00482996116227129,0.00400970415796213,0.00530133256223042,0.00523669878508588,0.00374412660026941,0.00413842449792595,0.00415668681645947,0.00435976891269709,0.00353978151812087,0.00419105832649805,0.00498404318190773,0.00467060261051285,0.0053272778148475,0.00469572588560721,0.00648392796356032,0.00595291540215849,0.00693671994744909,0.00379098547396431,0.00465501718775577,0.0042921778377601,0.00505989260636101,0.00538198346694638,0.0209684175253414,0.0222017647807735,0.0191663463122632,0.0199157343152528,0.0204195936966015,0.0184473733790968,0.0158761371516099,0.0155692448094912,0.0134798872830941,0.0126690467499399,0.0137469343073377,0.0129682554316094,0.0169513102745897,0.0154682728907851,0.0158756935072725,0.0113605349344978,0.0125755334882738,0,NA,NA,0.00328166100569502,0.00274730223927651,0.00321537326700838,0.00431579044439731,0.00425703893304594,0.00439413048265369,0.00406995230524642,0.00401428157869343,0.00422786151105119,0.00416478137468636,0.0016270556104364,0.00135431383056462,0.0022637609002635,0,0.00207018119209642,0.00240476019196975,0.00166128577249788,NA
"Dolosigranulum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Dorea",0.00600457849109946,0.00545956482240979,0.00615753606309745,0.00511568784946153,0.00420294994549299,0.00373722573585326,0.00390820209889673,0.00363995733813442,0.0028443191900214,0.00233168832344818,0.00231907070031757,0.00274289014003176,0.00381913063759074,0.00722642475533529,0.00444565035899148,0.00386545211792321,0.0038091675935313,0.00326198780518405,0.00377304422580953,0.00935254396417867,0.00909575121891261,0.00718714916744484,0.0123883782724224,0.012291168477152,0.0114165971062883,0.0207378195663999,0.0200283419933869,0.0119933359837943,0.00123216909151225,0.00163080975976918,0.0028146921702758,0.00269700800674252,0.00612154823357832,0.00597225487890901,0.00639449090014757,0.00595147724167249,0.00510233331422347,0.00727800506936191,0.00735194874278501,0.00655144243861026,0.00594468648760792,0.00507454053059185,0.00704550001304722,0.00843115579652928,0.00598616487663843,0.00712781627831107,0,NA,0.00772481183150667,0.00586972528441204,0.00740106112842957,0.00790804295131234,0.00567578835657975,0.00624840176556263,0.00621922777921741,0.00857619914996964,0.0132927942885605,0.0140661863163935,0.0092462385456016,0.00729408727084947,0.00788023101311618,0.0115865483000224,0.0108798852913252,0.0131639529529949,0.0114913353485474,0.00737735951106063,0.00582377819997518,0.00592271374801716,0.0128575670592893,0.0101222448601593,0.0107051303209339,0.0132084372262282,0.0112773801778356,0.0114215156659978,0.00858073206690638,0.00886667117896752,0.00746429431370313,0.00557190197362633,0.00883773266444747,0.00714614770952483,0.00690477128560734,0.00701161369891172,0.00664026345810284,0.00257651467832605,0.00282861357410319,0.0020022626465782,0.00215458725640464,0.00446534346692912,0.0040104763463742,0.00548690775136343,0.00391367203634862,0.00457031542668765,0.00513529362486387,0.00499466256647308,0.00861112636608271,0.00574458292026625,0.00305676855895197,0.00812601882418474,0.00953189199258976,0.014072553045859,0.0145427879307219,0.0115116496469939,0.011978569097818,0.0114624627393135,0.00803008343452544,0.00881750115029071,0.00876255810466337,0.0146470160116448,0.0142150855694063,0,NA,NA,0.00809561508797916,0.011223405213569,0.0114524030186681,0.00828115345954869,0.00794826889397818,0.00582547594739055,0.00621394503747445,0.00550033774003667,0.00639476091876535,0.00630373082143885,0.00486179712166115,0.0124518926292201,0.0153586350468038,0,0.0184984012462081,0.0217867162691276,0.00872436239016184,NA
"Eggerthella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155067862593551,0.000121730662214802,9.71326443391095e-05,0.000293916968456411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,5.18844429686203e-05,0,0,0,0,0,0.000106570559398555,0,5.76874264485313e-05,0,0,0,0,0.000129653639562882,0,0,0.00013253331405576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70185138644551e-05,0,5.49178977428744e-05,0,0,0,0,0.000109514031485284,0,0,0,0,4.89639233812527e-05,0,0,9.09752547307133e-05,0,0,NA,NA,0,1.80150966509935e-05,0,0,0,4.00376353772546e-05,0,0,0,0,0,0,0,0,0,0,0,NA
"Eggerthia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42586988546175e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Enterococcus",0,0,0,7.7983046485694e-05,9.19395300576592e-05,0.000176196746851642,0,0,0.00120905311135466,0,0,0.000177677094091126,0,0,0,0,0,0,0,0,0,0,0,0,0.00013042570951586,0,0,0.000189318642206698,0,0,0,0.000750105351875263,0,0,0.000166889185580774,0,0,0,0,0,0.000143630009096567,0,0,0,0.000116424600518089,0,0,NA,0.000409349003037105,0.000207410787435054,0.000123867131856562,0,0,0,0,0,0,0,0,7.74593338497289e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117303199444765,0,0,0,0,0,0,0,8.08088063641424e-05,0,0,0.000112538877066623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,9.90830315804644e-05,0,0,0,0,0,0,0,0,0,0.000341014273883178,0,0,0,0,0.000114931720109917,NA
"Enterorhabdus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32689707393585e-05,0.000114566128524102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Escherichia-Shigella",0.000600457849109946,0.000396898896621067,0.000276743193847076,0.000335327099888484,0.00149730091808188,0.00121483020197711,0.000704757755538755,0.000773001692775859,0.00647147852408538,0.000724408022818853,0.000699899715861608,0.000699603557983809,0.000563637600458684,0.000434744804799583,0.000730505927533812,0.000635269289575123,0.000816953256493794,0.000727674202694904,0.000899481007418728,0.0004062398440039,0.000450690375711886,0.000314765656968387,0.000357189528248465,0.000367265990353147,0.000443447412353923,0.00391444556686611,0.00360048286359104,0.000444898809185741,0.000379128951234539,0.000235212946120554,0.000322426038081129,0.00186262115465655,0.000326226708372513,0.000282153773806725,0.000746609514440306,0.000445348637131955,0.000496856427602286,0.000483798024841977,0.000317578779385961,0.000448509506799725,0.000710170600533027,0.000929017782802654,0.000408812963720024,0.000561492165429629,0.000989609104403761,0.000346010498947139,0,NA,0.00930938861745675,0.0102668339780352,0.0230289642643325,0.00486986278832549,0.00939963614311704,0.00961720200571473,0.00564206459516125,0.00686312776476711,0.00848829486966628,0.00716699611043805,0.00636942675159236,0.00632584559772786,0.00660413350347967,0.0101345754684805,0.00958166211319731,0.0135092712737014,0.013787294921199,0.0132078533181892,0.014674011628462,0.0142107585015816,0.0100069286350589,0.0095573254306353,0.00850469243379432,0.00522272390322798,0.00471095689052748,0.00524772341410712,0.00633213478855761,0.00661374382378821,0.00666590629712707,0.0060117889715442,0.00281307140512917,0.00275283991954966,0.00299436586422915,0.00885016387077619,0.0103962633720054,0.0185598286785045,0.0162017149989464,0.0145725214143337,0.0138997153492446,0.00778245575664789,0.00817441479783925,0.00476785734039846,0.00463651383725733,0.00349641617342224,0.0221161095752702,0.0221136236766593,0.0221538799494755,0.0198360713779918,0.0286595785076894,0.0207573908271009,0.0206679569046707,0.0158247775496235,0.0138094688792578,0.0122595062365898,0.0135258886561477,0.0125175419726909,0.00841200203689921,0.00815660685154975,0.00742240215924426,0.00751683042212518,0.00680329600676104,0,NA,NA,0.00540133309497663,0.00769244626997424,0.00739535851411927,0.00560683886793497,0.00597242803897795,0.00720677436790583,0.00582330229389053,0.00514329827270096,0.00334184041989695,0.00318785734852536,0.00195634067445329,0.0074146246407171,0.00647828682068976,0,0.00456054767565795,0.00476841337211095,0.00230908274039014,NA
"Faecalibacterium",0,0.000370438970179663,0,0.000421108451022748,0.000604174054664618,0.000510043214570544,0.00302405146012993,0.0023287899098817,0.000556686324652506,0.000611219269253407,0.000501420691960555,0.000233201185994603,0,0,0,0.00157202230979607,0,0,0.0002388002674563,0.000613873542050338,0.000522391117302413,0.00124857043930794,0,0,0.000243461324429605,0.0345306550625534,0.0354484858027607,0.00107911626057818,0.000208520923178996,0.000250893809195258,0,0.0004551201011378,0.000124733741436549,0.000235128144838937,0.000588503970205889,0.00021255275863116,0.000391752183301802,0,0,0.00201028368226305,0.00781985605081311,0.00849262482580917,0,0.00397431173343159,0.0355192052080605,0.004250986129922,0,NA,0.0969496896870461,0.0970993601377208,0.0995065959247714,0.0950171651695129,0.105215281989084,0.108846714029997,0.0543475700252067,0.0713093069650447,0.0933297360119542,0.0912197921316075,0.0713688293306128,0.0735347276013426,0.0728822701380027,0.0975452888841248,0.0938014687360732,0.108262525637269,0.10839467429679,0.0451403537238358,0.0454445643145604,0.0459174574568937,0.111946946451549,0.11466012224486,0.11778944009858,0.133027832064155,0.131882695968578,0.132482966948162,0.154612276068349,0.167770568839984,0.144520903825926,0.175319406836821,0.178852735711941,0.149630894729154,0.14973799298688,0.149790450958673,0.167836156611206,0.231205942714375,0.199153847400755,0.243593657406576,0.235638274578498,0.201432555087758,0.220596660664593,0.188866887175459,0.170993391160677,0.170962263679728,0.0333082013906342,0.0322792310178339,0.0452743148992257,0.0486386489165841,0.0250047465350294,0.0626407922868354,0.0559080136199456,0.115400410677618,0.115172288779395,0.148084507794624,0.141953411997516,0.142189852801082,0.102079987465236,0.104697368971431,0.106219073324336,0.150609534206696,0.163557997042045,0,NA,NA,0.0966110784789437,0.149065917238646,0.149883679143576,0.0730548972233237,0.0721900399658718,0.066312333593578,0.152550533727004,0.149937276850333,0.182549236769875,0.17894163136029,0.0833091211962733,0.179217615823062,0.182105370426985,0,0.153880052471919,0.127719485751282,0.137615062324337,NA
"Finegoldia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226005725478379,0,0,2.69362687880475e-05,0,0,0,0,0,0,0,0,0,0,0,0,4.13980108255798e-05,0,0,0,0,0,0,0,3.74868795921427e-05,0,0,0,NA,NA,0,0,0,2.76653233615212e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Flavonifractor",0.00258947447428664,0.00233729350232406,0.00219088361795602,0.00284638119672783,0.00225908559570248,0.00343119980711093,0.00161453594905242,0.00224072642589458,0.00347928952907816,0.00299950196948431,0.00178631121510948,0.00158798902843944,0.00160345179440833,0.00137186138403424,0.00128360327266656,0.00146434954885113,0.00101380946287784,0.000915865806840138,0.00118604132836629,0.000803452135918824,0.000819437046748884,0.000755437576724129,0.000757938755063815,0.000856953977490676,0.000747774067890929,0.000466236692827726,0.000692804282790112,0.000567955926620094,0.000938344154305483,0.000580191933764034,0.000461853514008104,0.000581542351453856,0.000623668707182745,0.000404420409122972,0.000500667556742323,0.00162957114950556,0.00209252995470963,0.00183001861570661,0.00190547267631577,0.00181005622387032,0.00220232680614736,0.00253288810594308,0.00166134629937286,0.00178975627730694,0.00153292390682151,0.00129506786748786,0,NA,0.000396144196487521,0.000850384228483723,0.000815458618055699,0.000372917420727628,0.000843314129775622,0.000667089156465762,0.000329807533746378,0.000140948911440715,0.000363191100780342,0.000459095836255818,0.000450363507688348,0.000400206558223599,0.000657782221462118,0.0004774944211111,0.00028095874750528,0.00033485412916998,0.000323049588111775,0.000540862134241982,0.000400981449834356,0.000347290663512892,0,0.000185219485089831,0,0,7.22908985758693e-05,0,0,0.000203053538449638,0,0.000273707465371118,0,0.000168541219564265,0.000216697529648162,0.000388265253685665,0.000161432661055985,0.0002676898367092,0.000624078066492681,0.000601576669599727,0.000516750602145829,0.00023693659212277,0.000306924210181699,0,0.000495662949194548,0.000474513623535876,0.00114769204992879,0.000949965233231155,0.000867702784337416,0.00100021243449936,0.00123409910765141,0.00087649598204412,0.000910756238162756,0.000885238421172713,0.000873391229833726,0.000988239064823141,0.000852604654589855,0.000727287626891204,0.000626738219280035,0.000685991550591877,0.000740365871944819,0.000545851528384279,0.000701457849144306,0,NA,NA,0.00126414178818602,0.00124304166891855,0.00107809574246752,0,0.000493960213750056,0.000420395171461173,0.000290710878946173,0.000221943452668146,0.000154090624548563,0.00017481798362881,0.000484242741201309,0.000798947727383446,0.000625991760201482,0,0.00052266950889563,0.000626881930385275,0.000438830204056045,NA
"Fusobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Gemella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68563000421407e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2.35576809818841e-05,7.58955676988464e-05,0,0,0,0,9.20895110046966e-05,0,0,0,0,0,0,0,0,0,0,0,0,8.81970321698675e-05,0,0,0,0,0,0,0,0,2.15243548074646e-05,0,0,0,0,0,3.06924210181699e-05,0,3.09789343246592e-05,0,0,0,0,0,0,1.63831024681144e-05,3.10485081191849e-05,0,7.41558591368258e-05,0,0,5.12174385134651e-05,6.85494927337538e-05,3.34630024678964e-05,2.81151596941071e-05,2.27438136826783e-05,0.00010141559264737,0,NA,NA,0,5.40452899529806e-05,0,0,0,0,0,1.92994306667953e-05,0,0,0,4.8716324840454e-05,2.91158958233247e-05,0,0,6.1660517742814e-05,0,NA
"Gordonibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135413281334633,0.000163887409349777,0.000115414074221742,0,0.000130583463236674,0.000113035614913745,0.000281684668583418,0.000430378418096888,0.000160920845875693,0,0,0,0,4.79745159371342e-05,8.46461321420174e-05,5.27018480781393e-05,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4.14821574870109e-05,0,0,0,0,0,0.000140948911440715,0.000155653328905861,0,0,0.000154918667699458,0,0.000331322659546478,0.000251894049487493,0.000313925746096857,0.00027689964695295,0.000108172426848396,0.000105018951147093,0,0.000227655151935069,0.000287090201889239,0.000176035030971163,0.000134779971696206,0.000168678763343695,0.000363812757700703,0,0.000183715106216339,0,4.88763331019854e-05,0,6.74164878257059e-05,0.000108348764824081,0.00013703479541847,0.000150670483652253,8.92299455697332e-05,5.67343696811528e-05,5.3872537576095e-05,7.88263630391942e-05,7.2903566807006e-05,8.18464560484531e-05,0.000132747768178148,9.29368029739777e-05,0.000137359206813017,0.000251319426991706,0.000156695296203077,0.000340490966005821,0,0.000132902980823998,0.000188405678383315,0.000217339556834294,0.000191649555099247,0.000131832638465468,0.000106836655656556,0.000105259833899982,9.21913893242371e-05,0.00017627012417251,0.000225875266658301,0.000168690958164642,0.000216066229985444,0.000236636382843862,0,NA,NA,0,0,0,0.000129104842353766,0.000251470654272756,8.00752707545092e-05,5.45082898024074e-05,0,0.000115567968411422,0.000215951626835589,0,5.84595898085448e-05,0,0,0,0,0,NA
"Granulicatella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.000176407106093309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106361377283144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159168970428081,0.000107728016139616,5.49178977428744e-05,0,0.000104423770647427,9.82986148086863e-05,0.000144893037889529,0.000200775724389687,0.000131832638465468,8.01274917424168e-05,0,0.000153652315540395,0.000166477339496259,0,9.37171989803569e-05,0,0.000143672089583773,0,NA,NA,0,0,0.000141854702956252,0,0,0,0,0,0,0,0,0,0.000196532296807442,0,0,0,0,NA
"Haemophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21789948238437e-05,4.30691043779745e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58533501896334e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.000103705393717527,9.29003488924214e-05,0.000153554232064317,0.000360066707095209,8.89452208621016e-05,0.000117788404909421,0.000130106687483737,0.000176407106093309,0.000127526621182172,0.000174630747879156,0.000167828556674413,0.00022364595529712,0,9.68823267259587e-05,0.000104641915365619,0.000149987308766181,0.000194710368327113,0.000152754838032136,0.000197110917128939,0.000207859051766802,6.4826819781441e-05,9.90197049212793e-05,0,0,0,0,4.83460805832471e-05,0,0,0,0,0,0,0,0,0,0,4.37924239106635e-05,0,0,8.8498512118765e-05,0,0,0.000184300913127251,0.000176282208228462,0,0,0.000170875261059427,4.0957756170286e-05,0.000113844529770345,0.000136892539356605,7.41558591368258e-05,5.34183278282779e-05,4.21039335599928e-05,7.17044139188511e-05,0,0,8.43454790823212e-05,0.000159206695778748,0.000118318191421931,0,NA,NA,0,7.20603866039741e-05,7.56558415766677e-05,0.000202879037984489,0.000197584085500022,0.000200188176886273,0,0,0,0,0,0.000418960393627905,0.000218369218674936,0,0.000204968434861031,0,7.31383673426741e-05,NA
"Helicobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Holdemania",0,0.000229319362492172,0.000253681261026487,0.000506889802157011,0.00032835546449164,0.00038021403267986,0.000205020437974911,0.000342469104394368,0.000234852043212776,0.000215058631774347,0,0.000199886730852517,0.000291536689892423,0.000270507878541963,0.000271330773083987,0.00026918190236234,0.000177170585745642,0.000301106566632374,0.000334320374438819,0.00016249593760156,0.000266317040193387,0.000220335959877871,0.000139391035414035,0.000269328392925641,0.00022607122982749,0.000369104048488616,0.000314911037631869,0,0.000303303160987631,0.000470425892241109,0.000409568210535489,0.000261272650653182,0.000441365546621635,0.000432635786503645,0.000421614784625114,0.000445348637131955,0.000592405740602725,0.000536384766672627,0.000611339150317976,0.000608691473513912,0.000462807807088939,0.0004206872978729,0.00041751111188428,0.000456212384411574,0.000417188151856487,0.000326238470435874,0,NA,0.000448963422685858,0.00068445559853568,0.000412890439521873,0.000350981101861297,0.000739084293511219,0.000667089156465762,0,0.000509584525977969,0.000508467541092479,0.000637633105910859,0.000330879311771032,0.000774593338497289,0.000605159643745149,0.000282598739024937,0.000242205816814897,0.000261604788414047,0.000392274499850013,0.000313700037860349,0.000458264514096407,0.000441153005002863,0,0.000629746249305427,0.00038507663024942,0.000224633286160343,0.000457842357647172,0.000418935902806871,0.000350017500875044,0.000483460805832471,0.000367511944138185,0.000606066530464618,0.00038679731820526,0.0005730401465185,0.000512194160986565,0.000445363085110028,0.000678017176435136,0.000289997323101633,0.000470084777358124,0.00043098030060876,0.000376614845631706,0.000309840158929776,0.000419463087248322,0.000309744792415677,0.000609252375051632,0.000399590419819685,0.00139063416268744,0.001400464209815,0.00143884892086331,0.00161096162016712,0.00170875261059427,0.00163831024681144,0.00156277490866564,0.00124115902349989,0.000947547088970552,0.00101494822873728,0.00101049440543983,0.000962887844053143,0.00110658466841631,0.000819843560463463,0.000787224471434998,0.000955240174672489,0.000904289034439045,0,NA,NA,0.000331996833260975,0.000396332126321858,0.000340451287095005,0.000645524211768829,0.000574790066909156,0.000470442215682742,0.000490574608221667,0.000511434912670076,0.00061636249819425,0.000411336432067788,0,0.00011691917961709,0.000436738437349871,0,0.000368943182749857,0.000298025835756934,0.00017762174926078,NA
