"","AC","MSA-1000","MSA-1001","MSA-1002","MSA-1003","Zymo.Ext","Zymo.Seq.200","Zymo.Seq.2000"
"Marvinbryantia",0.000190296729410779,0,0,0,0,9.22218339312382e-06,0,0
"Collinsella",0.0052848475065075,3.48675034867503e-06,2.71210711738271e-06,0,0,1.02032667328178e-05,2.64998237761719e-06,7.82456286775446e-06
"Pediococcus",0.0302515921441288,1.74337517433752e-05,5.42421423476542e-06,1.18121211262149e-05,1.96041913761162e-05,1.07919167366343e-05,7.94994713285157e-06,1.04327504903393e-05
"Eisenbergiella",6.76748564625607e-05,6.97350069735007e-06,0,2.36242422524298e-06,4.90104784402905e-06,3.53190002289848e-06,0,0
"Erysipelatoclostridium",6.73644213411728e-05,0,0,0,2.45052392201453e-06,1.37351667557163e-06,2.64998237761719e-06,0
"Ruminococcaceae NK4A214 group",0.000887844447169375,1.74337517433752e-05,2.16968569390617e-05,1.88993938019438e-05,4.41094305962615e-05,0.000109488900709853,2.64998237761719e-05,4.43391895839419e-05
"Family XIII AD3011 group",0.000112067078821029,3.48675034867503e-06,0,2.36242422524298e-06,4.90104784402905e-06,4.1205500267149e-06,2.64998237761719e-06,0
"Ralstonia",0.061129331928097,3.48675034867503e-06,2.71210711738271e-06,7.08727267572893e-06,1.22526196100726e-05,1.05957000686955e-05,1.05999295104688e-05,5.21637524516964e-06
"Alistipes",0.00787480772424669,4.88145048814505e-05,6.23784636998023e-05,7.55975752077752e-05,9.06693851145375e-05,0.000314142885370026,5.82996123075782e-05,0.000101719317280808
"Helicobacter",0,3.48675034867503e-06,0,0.0312643221968655,0.000928748566443506,7.84866671755219e-07,0,0
"Neisseria",3.10435121387893e-07,0,0,0.0283727149451681,0.000767013987590547,7.84866671755219e-07,2.64998237761719e-06,0
"Ruminococcaceae UCG-002",0.00145811376515893,4.88145048814505e-05,1.62726427042962e-05,6.85103025320463e-05,6.37136219723777e-05,0.000156580901015166,3.97497356642578e-05,8.34620039227142e-05
"Lachnospiraceae NK4A136 group",0.000624905899353829,6.97350069735007e-06,1.62726427042962e-05,3.07115149281587e-05,4.41094305962615e-05,5.29785003434773e-05,1.85498766433203e-05,2.8690063848433e-05
"[Eubacterium] coprostanoligenes group",0.00118493085833759,1.04602510460251e-05,0,1.18121211262149e-05,2.45052392201453e-05,6.39666337480503e-05,1.05999295104688e-05,1.30409381129241e-05
"Actinomyces",4.03565657804261e-06,0,0,0.0135957514162733,5.14610023623051e-05,1.37351667557163e-06,0,0
"Ruminococcus 1",0.00406204356336058,6.97350069735007e-05,4.6105820995506e-05,8.74096963339901e-05,0.000122526196100726,0.000432657752805064,8.74494184613672e-05,7.30292534323749e-05
"Roseburia",0.00226183029443219,2.78940027894003e-05,1.8984749821679e-05,4.01612118291306e-05,6.61641458943922e-05,0.00028235578516394,2.38498413985547e-05,7.30292534323749e-05
"Anaerofilum",6.20870242775787e-07,0,0,0,0,5.88650003816414e-07,0,0
"Lachnoclostridium",0.0858061301623421,3.83542538354254e-05,2.16968569390617e-05,4.25236360543736e-05,5.14610023623051e-05,9.22218339312382e-05,3.17997885314063e-05,3.65146267161875e-05
"[Clostridium] innocuum group",7.76087803469733e-06,0,0,0,2.45052392201453e-06,7.84866671755219e-07,0,0
"[Eubacterium] xylanophilum group",0.000178810629919427,0,0,2.36242422524298e-06,2.45052392201453e-06,2.49195168282282e-05,0,2.60818762258482e-06
"[Eubacterium] hallii group",0.00170677229739064,1.74337517433752e-05,1.08484284695308e-05,7.08727267572893e-06,1.22526196100726e-05,9.850076730528e-05,1.05999295104688e-05,1.56491257355089e-05
"Holdemania",4.31504818729172e-05,0,0,0,0,3.13946668702088e-06,0,2.60818762258482e-06
"Tyzzerella",4.31504818729172e-05,0,0,0,2.45052392201453e-06,4.90541669847012e-06,0,5.21637524516964e-06
"Ruminiclostridium 5",0.000538915370729383,3.48675034867503e-06,5.42421423476542e-06,9.4496969009719e-06,1.71536674541017e-05,3.35530502175356e-05,5.29996475523438e-06,2.08655009806785e-05
"Dialister",0.000275666387792449,1.04602510460251e-05,5.42421423476542e-06,2.36242422524298e-06,9.80209568805811e-06,2.96287168587595e-05,5.29996475523438e-06,1.04327504903393e-05
"Streptococcus",0.00050538837761949,0.102740585774059,0.00875739388202876,0.095498636881222,0.157764730099295,5.23898503396609e-05,1.32499118880859e-05,1.30409381129241e-05
"Rhodobacter",9.3130536416368e-07,0.00441771269177127,0.0640762427552839,0.00320108482520423,0.0107823052568639,2.55081668320446e-06,0,2.60818762258482e-06
"Intestinibacter",0.00032130035063647,6.97350069735007e-06,2.71210711738271e-06,4.72484845048595e-06,1.22526196100726e-05,2.23687001450237e-05,0,0
"[Ruminococcus] gauvreauii group",0.000911747951516243,3.48675034867503e-06,5.42421423476542e-06,2.36242422524298e-06,4.90104784402905e-06,5.41558003511101e-05,2.64998237761719e-06,1.04327504903393e-05
"Lactobacillus",0.0321471089953233,0.0564435146443515,0.00761017257137588,0.0382641851762605,0.147026534273028,0.16136505581285,0.0780234311441829,0.112199015148354
"Lachnospiraceae ND3007 group",0.000315712518451488,3.48675034867503e-06,8.13632135214812e-06,0,7.35157176604358e-06,3.80660335801281e-05,7.94994713285157e-06,5.21637524516964e-06
"Succiniclasticum",7.54357344972581e-05,3.48675034867503e-06,2.71210711738271e-06,2.36242422524298e-06,7.35157176604358e-06,9.22218339312382e-06,0,7.82456286775446e-06
"[Ruminococcus] torques group",0.000342099503769458,6.97350069735007e-06,2.71210711738271e-06,2.36242422524298e-06,7.35157176604358e-06,2.49195168282282e-05,2.64998237761719e-06,2.60818762258482e-06
"Ruminiclostridium",2.26617638613162e-05,0,0,2.36242422524298e-06,0,3.53190002289848e-06,2.64998237761719e-06,2.60818762258482e-06
"Gordonibacter",1.83156721618857e-05,0,0,2.36242422524298e-06,0,5.88650003816414e-07,0,0
"Ruminococcaceae UCG-005",0.00078695303271831,3.13807531380753e-05,2.71210711738271e-05,3.30739391534017e-05,2.94062870641743e-05,5.25860670075997e-05,1.85498766433203e-05,2.8690063848433e-05
"Flavonifractor",2.07991531329889e-05,0,0,0,2.45052392201453e-06,1.17730000763283e-06,0,0
"[Eubacterium] rectale group",0.00487848793261074,4.18410041841004e-05,1.08484284695308e-05,6.61478783068033e-05,5.88125741283486e-05,0.000373400319087545,4.2399718041875e-05,7.82456286775445e-05
"Lachnospiraceae UCG-004",9.46827120233075e-05,3.48675034867503e-06,0,0,2.45052392201453e-06,1.31465167518999e-05,2.64998237761719e-06,0
"Staphylococcus",0.00152765123234982,0.0868305439330544,0.547042854004562,0.109056589509891,0.198333153628246,0.0971129268129488,0.227079639920395,0.220425760547511
"Bilophila",0.0304626880266726,1.39470013947001e-05,1.08484284695308e-05,1.65369695767008e-05,7.35157176604358e-06,2.23687001450237e-05,7.94994713285157e-06,1.56491257355089e-05
"Phascolarctobacterium",0.000197747172324088,3.48675034867503e-06,2.71210711738271e-06,7.08727267572893e-06,7.35157176604358e-06,2.57043834999834e-05,5.29996475523438e-06,1.30409381129241e-05
"Lactonifactor",6.20870242775787e-06,0,0,0,0,5.88650003816414e-07,0,0
"Bifidobacterium",0.0147152456240289,0.0675278940027894,0.000743117350162862,0.0382263863886566,0.00010292200472461,5.49406670228653e-06,2.64998237761719e-06,0
"[Eubacterium] ventriosum group",8.94053149597133e-05,0,0,0,0,4.90541669847012e-06,2.64998237761719e-06,2.60818762258482e-06
"Acinetobacter",2.79391609249104e-06,0,0,0.0771284261057327,0.00238926082396416,1.37351667557163e-06,2.64998237761719e-06,0
"Oxalobacter",3.72522145665472e-05,0,0,0,4.90104784402905e-06,4.70920003053131e-06,2.64998237761719e-06,2.60818762258482e-06
"Dorea",0.000929753188556741,6.97350069735007e-06,1.8984749821679e-05,4.72484845048595e-06,7.35157176604358e-06,6.71061004350712e-05,2.64998237761719e-06,2.60818762258482e-05
"Defluviitaleaceae UCG-011",5.89826730636997e-06,0,0,0,0,7.84866671755219e-07,0,0
"Coprococcus 2",0.00197591954763394,2.09205020920502e-05,1.08484284695308e-05,3.77987876038876e-05,5.88125741283486e-05,0.000161093884377759,2.11998590209375e-05,5.99883153194508e-05
"Deinococcus",6.20870242775787e-07,0.0165899581589958,0.000135605355869135,0.00724791752304545,2.69557631421598e-05,3.92433335877609e-07,0,0
"Coprococcus 1",0.00020488718011601,0,2.71210711738271e-06,0,0,1.31465167518999e-05,0,2.60818762258482e-06
"Parasutterella",1.92469775260494e-05,0,0,0,0,3.92433335877609e-07,0,0
"Bacillus",0.00225562159200443,0.000129009762900976,0.000132893248751753,0.000113396362811663,0.000169086150619002,0.144224745001724,0.201268811562403,0.196506071860785
"Blautia",0.00476300606745445,2.44072524407252e-05,2.16968569390617e-05,5.19733329553455e-05,5.63620502063341e-05,0.000302762318629576,4.50497004194922e-05,4.43391895839419e-05
"Fusobacterium",0.230865632814234,7.67085076708508e-05,3.79694996433579e-05,6.37854540815603e-05,7.10651937384213e-05,9.18294005953606e-05,5.03496651747266e-05,5.7380127696866e-05
"[Eubacterium] eligens group",9.00261852024891e-05,0,0,0,2.45052392201453e-06,1.7070850110676e-05,0,2.60818762258482e-06
"Bacteroides",0.0801459665940766,0.000209205020920502,0.000162726427042962,0.0638917631716963,0.000600378360893559,0.000945371906129161,0.000225248502097461,0.000226912323164879
"Christensenellaceae R-7 group",0.000207991531329889,6.97350069735007e-06,2.71210711738271e-06,0,4.90104784402905e-06,1.53049000992268e-05,2.64998237761719e-06,5.21637524516964e-06
"Pseudomonas",0.000602244135492513,2.44072524407252e-05,2.44089640564444e-05,0.0102222096226264,0.00254119330712906,0.0696229716347223,0.0491174233691346,0.0517255769311021
"Erwinia",4.31504818729172e-05,2.09205020920502e-05,1.62726427042962e-05,1.88993938019438e-05,7.10651937384213e-05,0.00166254382744549,0.000588296087831016,0.000623356841797772
"Anaerotruncus",7.48148642544823e-05,3.48675034867503e-06,0,7.08727267572893e-06,4.90104784402905e-06,3.13946668702088e-06,5.29996475523438e-06,0
"Ruminiclostridium 9",2.07991531329889e-05,0,0,0,0,9.81083339694024e-07,0,2.60818762258482e-06
"Odoribacter",2.07991531329889e-05,0,0,0,0,4.51298336259251e-06,0,0
"Coprococcus 3",0.000149319293387577,0,2.71210711738271e-06,0,2.45052392201453e-06,1.21654334122059e-05,0,0
"Raoultella",0.00178344977237345,0.000104602510460251,0.000105772177577926,0.000113396362811663,0.000316117585939874,0.19290904356736,0.108007981746921,0.0920299002629053
"Enterobacter",0.00475524518941975,0.00331938633193863,0.00331148279032429,0.00160172362471474,0.00528332957586332,0.0115216465246987,0.00441752062348785,0.00401921712640321
"Pyramidobacter",0.00868349121546215,0,8.13632135214812e-06,4.72484845048595e-06,4.90104784402905e-06,2.74703335114327e-06,0,0
"Kluyvera",4.96696194220629e-06,0,0,0,2.45052392201453e-06,0.00167686764420503,0.00193978710041578,0.00206046822184201
"Oryza sativa Indica Group (long-grained rice)",3.41478633526683e-06,0,0,0,0,9.81083339694024e-07,0,0
"uncultured",0.000976628891886312,1.74337517433752e-05,2.16968569390617e-05,9.4496969009719e-06,2.20547152981307e-05,8.39807338778084e-05,2.11998590209375e-05,2.08655009806785e-05
