"","AC","MSA-1000","MSA-1001","MSA-1002","MSA-1003","Zymo.Ext","Zymo.Seq.200","Zymo.Seq.2000"
"Erwinia",4.31347212162626e-05,2.08017695371953e-05,1.62668192132824e-05,1.88542729674505e-05,7.08428095769707e-05,0.00166097977615489,0.000587684048348925,0.000622527147653542
"Erysipelatoclostridium",6.73398165750287e-05,0,0,0,2.44285550265416e-06,1.37222452886631e-06,2.64722544301318e-06,0
"Erysipelotrichaceae UCG-003",0.000527546950126953,6.9339231790651e-06,1.08445461421883e-05,4.71356824186261e-06,2.44285550265416e-06,3.52857735994194e-05,2.64722544301318e-06,1.3023580494844e-05
"Escherichia-Shigella",0.0885124479357708,0.0729552727285334,0.0745155876795111,0.0352197819031974,0.126097758191505,0.13475342889505,0.0672315845762057,0.0504611649853224
"Faecalibacterium",0.00755571361275944,3.8136577484858e-05,4.60893211043001e-05,3.53517618139696e-05,5.61856765610457e-05,0.000666901121029027,2.9119479873145e-05,0.000197958423521628
"Family XIII AD3011 group",0.000112026146468135,3.46696158953255e-06,0,2.35678412093131e-06,4.88571100530832e-06,4.11667358659893e-06,2.64722544301318e-06,0
"Flavonifractor",2.07915562697093e-05,0,0,0,2.44285550265416e-06,1.17619245331398e-06,0,0
"Fusicatenibacter",0.000854315737470294,1.73348079476627e-05,1.08445461421883e-05,1.41407047255878e-05,1.4657133015925e-05,7.09636113499435e-05,1.85305781010922e-05,2.08377287917503e-05
"Fusobacterium",0.230781309446007,7.62731549697161e-05,3.79559114976589e-05,6.36331712651453e-05,7.08428095769707e-05,9.17430113584905e-05,5.02972834172504e-05,5.73037541773134e-05
"Gordonibacter",1.83089823867589e-05,0,0,2.35678412093131e-06,0,5.88096226656991e-07,0,0
"Gossypium arboreum",2.29638084172909e-05,0,0,2.35678412093131e-06,0,9.21350755095952e-06,0,0
"Helicobacter",0,3.46696158953255e-06,0,0.0311896810564049,0.000925842235505928,7.84128302209321e-07,0,0
"Holdemania",4.31347212162626e-05,0,0,0,0,3.13651320883728e-06,0,2.60471609896879e-06
"Hungatella",2.66876692417164e-05,0,0,4.71356824186261e-06,0,2.94048113328495e-06,0,2.60471609896879e-06
"Intestinibacter",0.000321182996106704,6.9339231790651e-06,2.71113653554707e-06,4.71356824186261e-06,1.22142775132708e-05,2.23476566129656e-05,0,0
"Intestinimonas",9.93029553180146e-06,0,0,0,0,9.80160377761651e-07,0,0
"Kluyvera",4.96514776590073e-06,0,0,0,2.44285550265416e-06,0.00167529011767021,0.00193776902428565,0.00205772571818535
"Lachnoclostridium",0.0857747895863473,3.8136577484858e-05,2.16890922843765e-05,4.24221141767635e-05,5.12999655557374e-05,9.21350755095952e-05,3.17667053161581e-05,3.64660253855631e-05
"Lachnospira",0.000428554316544307,1.04008847685976e-05,5.42227307109413e-06,1.17839206046565e-05,2.44285550265416e-05,9.07628509807289e-05,1.32361272150659e-05,7.81414829690638e-06
"Lachnospiraceae FCS020 group",0.000107060998702234,0,0,4.71356824186261e-06,0,7.44921887098855e-06,0,0
"Lachnospiraceae ND3007 group",0.000315597204870065,3.46696158953255e-06,8.1334096066412e-06,0,7.32856650796249e-06,3.80302226571521e-05,7.94167632903953e-06,5.20943219793759e-06
"Lachnospiraceae NK4A136 group",0.000624677653297386,6.9339231790651e-06,1.62668192132824e-05,3.0638193572107e-05,4.39713990477749e-05,5.29286603991291e-05,1.85305781010922e-05,2.86518770886567e-05
"Lachnospiraceae UCG-001",0.000319010743959122,3.46696158953255e-06,0,7.07035236279392e-06,1.70999885185791e-05,6.4102488705612e-05,0,2.60471609896879e-05
"Lachnospiraceae UCG-004",9.46481292874827e-05,3.46696158953255e-06,0,0,2.44285550265416e-06,1.31341490620061e-05,2.64722544301318e-06,0
"Lachnospiraceae UCG-008",2.79289561831916e-06,0,0,0,0,1.17619245331398e-06,2.64722544301318e-06,0
"Lactobacillus",0.0321353673061156,0.0561231742113529,0.00760744911874507,0.0381728324067244,0.146566444448244,0.161213250356876,0.077942258718637,0.11204967714544
"Lactonifactor",6.20643470737591e-06,0,0,0,0,5.88096226656991e-07,0,0
"Listeria",0.00119784189852355,0.000104008847685976,9.21786422086003e-05,8.24874442325957e-05,0.000102599931111475,0.0920062824359573,0.159921536237869,0.155741184989542
"Marvinbryantia",0.000190227223781072,0,0,0,0,9.21350755095952e-06,0,0
"Neisseria",3.10321735368796e-07,0,0,0.028304977292385,0.000764613772330753,7.84128302209321e-07,2.64722544301318e-06,0
"Odoribacter",2.07915562697093e-05,0,0,0,0,4.50873773770359e-06,0,0
"Oryza sativa Indica Group (long-grained rice)",3.41353908905675e-06,0,0,0,0,9.80160377761651e-07,0,0
"Other",0.000365248682529072,0.00567541612206478,0.000357870022692213,0.00238742231450341,0.00312929789889998,0.000940757930575632,0.00104035959910418,0.00133100992657305
"Oxalobacter",3.72386082442555e-05,0,0,0,4.88571100530832e-06,4.70476981325592e-06,2.64722544301318e-06,2.60471609896879e-06
"Paenibacillus",0.0478947463150846,1.73348079476627e-05,8.1334096066412e-06,1.17839206046565e-05,1.4657133015925e-05,2.17595603863086e-05,1.58833526580791e-05,1.3023580494844e-05
"Parabacteroides",0.112670995034232,2.08017695371953e-05,2.16890922843765e-05,4.00653300558322e-05,8.06142315875874e-05,0.000111542250989276,2.64722544301318e-05,3.38613092865943e-05
"Parasutterella",1.92399475928653e-05,0,0,0,0,3.9206415110466e-07,0,0
"Pediococcus",0.0302405427899538,1.73348079476627e-05,5.42227307109413e-06,1.17839206046565e-05,1.95428440212333e-05,1.07817641553782e-05,7.94167632903953e-06,1.04188643958752e-05
"Phascolarctobacterium",0.000197674945429923,3.46696158953255e-06,2.71113653554707e-06,7.07035236279392e-06,7.32856650796249e-06,2.56802018973553e-05,5.29445088602636e-06,1.3023580494844e-05
"Porphyromonas",1.55160867684398e-06,0,5.42227307109413e-06,0.052355959246489,0.175282210881944,3.9206415110466e-06,0,0
"Pseudomonas",0.000602024166615464,2.42687311267278e-05,2.44002288199236e-05,0.0101978048912698,0.00253324115625237,0.0695574732720067,0.0490663235862493,0.0516567296747491
"Pyramidobacter",0.00868031958173595,0,8.1334096066412e-06,4.71356824186261e-06,4.88571100530832e-06,2.74444905773262e-06,0,0
"Ralstonia",0.0611070045201464,3.46696158953255e-06,2.71113653554707e-06,7.07035236279392e-06,1.22142775132708e-05,1.05857320798258e-05,1.05889017720527e-05,5.20943219793759e-06
"Raoultella",0.00178279836969373,0.000104008847685976,0.000105734324886336,0.000113125637804703,0.000315128359842387,0.192727562854745,0.107895614606331,0.0919074075521139
"Rhodobacter",9.30965206106387e-07,0.00439264033393774,0.064053311788835,0.00319344248386192,0.0107485642116783,2.54841698218029e-06,0,2.60471609896879e-06
"Roseburia",0.00226100416389705,2.77356927162604e-05,1.89779557488295e-05,4.00653300558322e-05,6.59570985716624e-05,0.000282090156719803,2.38250289871186e-05,7.29320507711262e-05
"Ruminiclostridium",2.26534866819221e-05,0,0,2.35678412093131e-06,0,3.52857735994194e-06,2.64722544301318e-06,2.60471609896879e-06
"Ruminiclostridium 5",0.000538718532600229,3.46696158953255e-06,5.42227307109413e-06,9.42713648372523e-06,1.70999885185791e-05,3.35214849194485e-05,5.29445088602636e-06,2.08377287917503e-05
"Ruminiclostridium 9",2.07915562697093e-05,0,0,0,0,9.80160377761651e-07,0,2.60471609896879e-06
"Ruminococcaceae NK4A214 group",0.000887520163154756,1.73348079476627e-05,2.16890922843765e-05,1.88542729674505e-05,4.39713990477749e-05,0.0001093858981582,2.64722544301318e-05,4.42801736824695e-05
"Ruminococcaceae UCG-002",0.00145758119102723,4.85374622534557e-05,1.62668192132824e-05,6.83467395070079e-05,6.35142430690082e-05,0.000156433596290759,3.97083816451977e-05,8.33509151670014e-05
"Ruminococcaceae UCG-003",0.000246085136147455,3.46696158953255e-06,5.42227307109413e-06,1.88542729674505e-05,9.77142201061665e-06,3.52857735994194e-05,2.64722544301318e-06,1.3023580494844e-05
"Ruminococcaceae UCG-004",0.000233051623261966,0,2.71113653554707e-06,0,4.88571100530832e-06,1.21539886842445e-05,2.64722544301318e-06,2.60471609896879e-06
"Ruminococcaceae UCG-005",0.000786665599159897,3.12026543057929e-05,2.71113653554707e-05,3.29949776930383e-05,2.93142660318499e-05,5.25365962480245e-05,1.85305781010922e-05,2.86518770886567e-05
"Ruminococcaceae UCG-013",0.000350663560966739,3.46696158953255e-06,0,2.35678412093131e-06,1.22142775132708e-05,2.17595603863086e-05,0,1.04188643958752e-05
"Ruminococcaceae UCG-014",0.000423899490513775,2.08017695371953e-05,5.42227307109413e-06,2.35678412093131e-05,1.70999885185791e-05,4.07746717148847e-05,1.58833526580791e-05,2.34424448907191e-05
"Ruminococcus 1",0.00406055990730069,6.9339231790651e-05,4.60893211043001e-05,8.72010124744583e-05,0.000122142775132708,0.000432250726592888,8.73584396194349e-05,7.29320507711262e-05
"Ruminococcus 2",0.00765191335072376,7.28061933801835e-05,5.69338672464884e-05,0.000106055285441909,0.000134357052645979,0.000319336251074746,8.73584396194349e-05,0.00013023580494844
"Sellimonas",5.58579123663832e-06,0,0,0,0,1.9603207555233e-07,2.64722544301318e-06,2.60471609896879e-06
"Serratia",0.0105642828371599,0.00777292788373198,0.00951337810323466,0.00414086970047631,0.015045547040847,0.0230318085566433,0.0101626984757276,0.00893157150336399
"Staphylococcus",0.00152709325974984,0.0863377444641291,0.546847083765986,0.108796225374552,0.197712510107315,0.0970215670568881,0.226843395437242,0.22013237167215
"Streptococcus",0.000505203785180399,0.102157490197166,0.00875425987328148,0.0952706413045271,0.157271037260875,5.23405641724722e-05,1.32361272150659e-05,1.3023580494844e-05
"Subdoligranulum",0.012049482662635,1.04008847685976e-05,2.44002288199236e-05,4.00653300558322e-05,6.10713875663541e-05,0.000309926711448234,2.64722544301318e-05,0.000117212224453596
"Succiniclasticum",7.54081816946173e-05,3.46696158953255e-06,2.71113653554707e-06,2.35678412093131e-06,7.32856650796249e-06,9.21350755095952e-06,0,7.81414829690638e-06
"Tyzzerella",4.31347212162626e-05,0,0,0,2.44285550265416e-06,4.90080188880825e-06,0,5.20943219793759e-06
"Tyzzerella 3",0.000100233920524121,0,0,0,2.44285550265416e-06,9.99763585316884e-06,2.64722544301318e-06,0
"uncultured",0.000976272179470231,1.73348079476627e-05,2.16890922843765e-05,9.42713648372523e-06,2.19856995238875e-05,8.39017283363973e-05,2.11778035441054e-05,2.08377287917503e-05
