"","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Naming","Gram","Art.Col","MSA1000","MSA1001","MSA1002","MSA1003","Zymo.Ext","Zymo.Seq","Qiagen DSP Virus_OB","Zymo MagBead DNone Kit_OB","MagAttract PowerMag Soil_OB","MagAttract PowerMag Microbiome_OB","Qiagen QIAamp  Modified_OB","Qiagen DSP Virus_OB_AC","Qiagen DSP Virus_OB_ZE","Zymo MagBead DNone Kit_OB_AC","Zymo MagBead DNone Kit_OB_ZE","MagAttract PowerMag Soil_OB_AC","MagAttract PowerMag Soil_OB_ZE","MagAttract PowerMag Microbiome_OB_AC","MagAttract PowerMag Microbiome_OB_ZE","Qiagen QIAamp  Modified_OB_AC","Qiagen QIAamp  Modified_OB_ZE"
"Collinsella","Bacteria","Eubacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella aerofaciens","D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Coriobacteriaceae;D_5__Collinsella","P",0.06,NA,NA,NA,NA,NA,NA,0.000154698618963238,0.000338178061025259,0.00039812755860876,0.00773129011472001,0.00132173788717751,0.000409008689794249,0,0.000936731839515225,2.00304004248734e-05,0.0010644744919643,4.64750963196371e-06,0.0172345630049286,6.12142457792778e-06,0.00319430982919682,9.25162299900611e-06
"Coprobacillus","Bacteria","Eubacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichidae","Coprobacillus","Coprobacillus cateniformis","D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichi;D_3__Erysipelotrichales;D_4__Erysipelotrichidae;D_5__Coprobacillus","P",0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cryptococcus","Bacteria","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","Cryptococcus neoformans","D_0__Bacteria;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Tremellales;D_4__Tremellaceae;D_5__Cryptococcus","Y",NA,NA,NA,NA,NA,0,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deinococcus","Bacteria","Eubacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans","D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci;D_3__Deinococcales;D_4__Deinococcaceae;D_5__Deinococcus","P",NA,0.1,4e-04,0.05,2e-04,NA,NA,8.27265342049401e-07,7.47354830995047e-07,0,5.62766786629787e-07,0,2.18721224488903e-06,0,1.0767032638106e-06,5.72297154996383e-07,0,0,0,1.02023742965463e-06,0,0
"Enterococcus","Bacteria","Eubacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae; Streptococcaceae","Enterococcus","Enterococcus faecalis; Enterococcus gallinarum","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae; Streptococcaceae;D_5__Enterococcus","P; N",0.06,0.1,NA,0.05,2e-04,0.104,0.114,0.0460927430629665,0.041644105892706,0.0235399310983645,0.0826659388216226,0.057003345916133,0.0145821440366752,0.0652608638382968,0.0202280242172098,0.0530273374904999,0.00564702734184388,0.0341057494341657,0.0694089016794035,0.0934425259446378,0.0294898532578566,0.076287561589376
"Escherichia-Shigella","Bacteria","Eubacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella","Escherichia coli","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacterales;D_4__Enterobacteriaceae;D_5__Escherichia","N",0.06,0.1,0.0448,0.05,0.18,0.1,0.116,0.130470498890637,0.129598427565436,0.141113938993709,0.0747404941655153,0.110432327175584,0.0808371773588537,0.160662800243215,0.0960710021200287,0.147419168749828,0.104505422720332,0.162731387885801,0.0669364221338377,0.0810843899592313,0.0991782289117096,0.118320328194718
"Fusobacterium","Bacteria","Eubacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium gonidiaformans; Fusobacterium varium","D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia;D_3__Fusobacteriales;D_4__Fusobacteriaceae;D_5__Fusobacterium","N",0.12,NA,NA,NA,NA,NA,NA,0.113953319071279,0.0879083593506234,0.0975996926016942,0.0737798512607383,0.0827123522272177,0.301135381876322,8.91432798606704e-05,0.253038187434658,0.000137351317199132,0.262761888271498,7.08745218874466e-05,0.164456286687141,6.93761452165148e-05,0.200660735634091,4.22931337097422e-05
"Helicobacter","Bacteria","Eubacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori","D_0__Bacteria;D_1__Proteobacteria;D_2__Epsilonproteobacteria;D_3__Campylobacterales;D_4__Helicobacteraceae;D_5__Helicobacter","N",NA,NA,NA,0.05,0.0018,NA,NA,8.27265342049401e-07,0,1.46101856370187e-06,5.62766786629787e-07,0,0,1.33049671433836e-06,0,0,0,2.32375481598186e-06,0,1.02023742965463e-06,0,0
"Lactobacillus","Bacteria","Eubacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae ","Lactobacillus","Lactobacillus fermentum; Lactobacillus gasseri; Lactobacillus iners","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Lactobacillaceae ;D_5__Lactobacillus","P",0.04,0.1,0.0045,0.05,0.0018,0.188,0.12,0.14016770323014,0.123658825046102,0.137072761646509,0.0520272266571371,0.113050160768706,0.0598224421099599,0.189042295160052,0.0283991252862685,0.174291953959838,0.0245970344252231,0.203490047358123,0.035107954481275,0.0657808285144119,0.0176384735196618,0.179924242424242
"Listeria","Bacteria","Eubacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Listeriaceae;D_5__Listeria","P",NA,NA,NA,NA,NA,0.159,0.125,0.0418769988798827,0.0520196330114102,0.0308114204899087,0.0827255921010054,0.0731936637393138,4.37442448977806e-05,0.0673244642422356,0.00176794675917701,0.0787297750185424,4.91901336397551e-05,0.0489766183790416,0.00264818875184965,0.1478201607078,0.000118796646540378,0.124411861109349
"Neisseria","Bacteria","Eubacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","D_0__Bacteria;D_1__Proteobacteria;D_2__Betaproteobacteria;D_3__Neisseriales;D_4__Neisseriaceae;D_5__Neisseria","N",NA,NA,NA,0.05,0.0018,NA,NA,8.27265342049401e-07,7.47354830995047e-07,1.46101856370187e-06,0,0,0,1.33049671433836e-06,1.0767032638106e-06,5.72297154996383e-07,0,2.32375481598186e-06,0,0,0,0
"Paenibacillus","Bacteria","Eubacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae ","Paenibacillus","Paenibacillus barengoltzii","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae ;D_5__Paenibacillus","P",0.04,NA,NA,NA,NA,NA,NA,0.0178697586536091,0.020817568817367,0.0215354136289656,0.0111861154178403,0.0215876084547711,0.0472197251549093,1.59659605720604e-05,0.0599196133343239,3.37655321447866e-05,0.0579813943238521,1.39425288958911e-05,0.024924350911366,1.83642737337833e-05,0.0523685788526884,1.32166042842944e-05
"Parabacteroides","Bacteria","Eubacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","Parabacteroides merdae","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Porphyromonadaceae;D_5__Parabacteroides","N",0.06,NA,NA,NA,NA,NA,NA,0.0483528319774454,0.0394177358511718,0.0527676074652205,0.0359315337927386,0.049442787631455,0.127752880011723,5.32198685735346e-05,0.113175510168924,0.000213466838813651,0.141998142580554,7.66839089274013e-05,0.0800807258296298,4.28499720454944e-05,0.119894101275084,6.34397005646133e-05
"Pediococcus","Bacteria","Eubacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae ","Pediococcus","Pediococcus acidilactici","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Lactobacillaceae ;D_5__Pediococcus","P",0.04,NA,NA,NA,NA,NA,NA,0.00684810250148494,0.00763236121153692,0.0024625467891195,0.0288389839808434,0.0110222527510952,0.0180969941142118,5.32198685735346e-06,0.0219658232850001,1.37351317199132e-05,0.00661902438256544,8.1331418559365e-06,0.0642945087107839,1.73440363041287e-05,0.0267424450989783,3.96498128528833e-06
"Porphyromonadaceae","Bacteria","Eubacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonadaceae","Porphyromonas gingivalis","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Porphyromonadaceae;D_5__Porphyromonadaceae","N",NA,NA,NA,0.05,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Propionibacterium","Bacteria","Eubacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium","Propionibacterium acnes","D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Actinomycetales;D_4__Propionibacteriaceae;D_5__Propionibacterium","P",0.06,NA,NA,0.05,0.0018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pseudomonas","Bacteria","Eubacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas","N",NA,NA,NA,0.05,0.018,0.046,0.121,0.0224850719969027,0.0307921400692424,0.0898847840760665,0.035946165729191,0.0468288392173074,2.84337591835574e-05,0.0361456042384303,0.00117252985428975,0.0465357708613759,9.24774512427395e-05,0.14290743555066,0.000940044253618668,0.0644024877469485,7.91977643602518e-05,0.0795956776417349
"Pyramidobacter","Bacteria","Eubacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Pyramidobacter","Pyramidobacter piscolens","D_0__Bacteria;D_1__Synergistetes;D_2__Synergistia;D_3__Synergistales;D_4__Synergistaceae;D_5__Pyramidobacter","N",0.02,NA,NA,NA,NA,NA,NA,0.00480310257593882,0.00273494500402637,0.00262837239609966,0.00484091989858943,0.0020676922503112,0.0126945798693359,2.66099342867673e-06,0.00787823778130219,1.14459430999277e-06,0.00707550882274237,2.32375481598186e-06,0.0107910553973475,4.08094971861852e-06,0.00501020142631402,5.28664171371778e-06
"Ralstonia","Bacteria","Eubacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Bukerholderiaceae","Ralstonia","Ralstonia pickettii","D_0__Bacteria;D_1__Proteobacteria;D_2__Betaproteobacteria;D_3__Burkholderiales;D_4__Bukerholderiaceae;D_5__Ralstonia","N",0.06,NA,NA,NA,NA,NA,NA,0.0145846879803309,0.0115757789772823,0.0345874229677962,0.0284731855695341,0.0391773677446225,0.0385430541794345,1.06439737147069e-05,0.033330426234521,1.25905374099204e-05,0.0931484046655858,6.97126444794557e-06,0.063484991296119,1.22428491558556e-05,0.0950618308260327,7.92996257057667e-06
"Rhodobacter","Bacteria","Eubacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodbacteraceae","Rhodobacter","Rhodobacter sphaeroides","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodbacteraceae;D_5__Rhodobacter","N",NA,0.1,0.4478,0.05,0.18,NA,NA,8.27265342049401e-07,2.61574190848266e-06,2.92203712740374e-06,1.12553357325957e-06,1.55407158986186e-06,0,1.33049671433836e-06,0,4.00608008497468e-06,1.9676053455902e-06,3.48563222397278e-06,0,2.04047485930926e-06,3.77132211239294e-06,0
"Saccharomyces","Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","D_0__Eukaryota;D_1__Ascomycota;D_2__Saccharomycetes;D_3__Saccharomycetales;D_4__Saccharomycetaceae;D_5__Saccharomyces","Y",NA,NA,NA,NA,NA,0,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmonella","Bacteria","Eubacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacterales;D_4__Enterobacteriaceae;D_5__Salmonella","N",NA,NA,NA,NA,NA,0.103,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Staphylococcus","Bacteria","Eubacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus; Staphylococcus epidermidis","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Staphylococcus","P",NA,0.1,0.4478,0.1,0.198,0.133,0.13,0.0413541671837075,0.0581408427546752,0.0249132885482443,0.108335420260167,0.0525734648492317,6.12419428568929e-05,0.066472946345059,0.00217063377984218,0.0878905355785695,6.68985817500669e-05,0.0395851632902509,0.00342883965405367,0.193613517737848,0.000209308377237808,0.0892755186195521
"Streptococcus","Bacteria","Eubacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae; Streptococcus mutans","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus","P",NA,0.1,NA,0.1,0.198,NA,NA,3.7226940392223e-05,0.000151339353276497,3.87169919380996e-05,0.000714151052233199,9.55754027765043e-05,7.43652163262271e-05,1.4635463857722e-05,0.000263792299633598,9.15675447994213e-05,2.75464748382628e-05,4.53132189116462e-05,0.00155628154137136,2.95868854599842e-05,0.000179137800338665,3.70064919960244e-05
"Subdoligranulum","Bacteria","Eubacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","Subdoligranulum variabile","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Subdoligranulum","N",0.02,NA,NA,NA,NA,NA,NA,0.00170333933927972,0.00309031222616452,0.00365546844638208,0.0112649027679684,0.0039318011223505,0.00444004085712473,3.85844047158126e-05,0.00771134877541154,0.000634105247735992,0.00964323379873758,0.000119673373023066,0.0248942293331459,0.000185683212197143,0.0092416248364189,0.000210144008120282
"Candidatus Stoquefichus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015305236093256,0.0116620984602622,0.0114076329453842,0.00642004350187261,0.0130106873503235,0.0404524904692226,7.98298028603018e-06,0.0335683776558232,1.83135089598843e-05,0.0307005462072439,1.51044063038821e-05,0.0143115148518207,5.10118714827315e-06,0.0315621947586165,7.92996257057667e-06
"Carnobacterium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000169589395120127,0.000202906836615155,0.000108115373713938,0.000626359433518953,0.000225340380529969,0,0.000272751826439365,5.38351631905302e-06,0.000307895869388054,0,0.000171957856382657,1.00405260733636e-05,0.00112736235976837,0,0.000383281524244539
"Faecalibacterium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000282924746980895,0.0027308345524559,0.00012491708719651,0.0101540011311612,0.00146548950923973,0.000599296155099595,9.04737765750088e-05,0.00508849962476891,0.00147767125420066,7.87042138236081e-05,0.000152205940446812,0.0222849476198305,0.000292808142310879,0.00292654595921692,0.000441434583095434
"Tyzzerella 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4817960261482e-06,3.51256770567672e-05,7.30509281850935e-07,0.000139003396297557,2.25340380529969e-05,0,3.99149014301509e-06,6.02953827733938e-05,2.17472918898626e-05,0,1.16187740799093e-06,0.00030498097947842,4.08094971861852e-06,4.52558653487153e-05,6.60830214214722e-06
"Serratia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0223973818706455,0.0206983657218233,0.0230380712217329,0.0114371094046772,0.0133712319591714,0.0114369328285247,0.0290647007247216,0.0116068611838783,0.0255307483815436,0.0125356136567552,0.0292398068494997,0.0083675234163894,0.0139323623393636,0.00942076263675757,0.0161401171519804
"Ruminococcaceae UCG-003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07544494466422e-05,0.000304547093630482,1.1688148509615e-05,2.70128057582298e-05,6.29398993894053e-05,2.40593346937793e-05,2.66099342867673e-06,0.000717084373697862,8.52722760944611e-05,1.37732374191314e-05,1.04568966719184e-05,5.02026303668181e-05,8.16189943723703e-06,0.000130110612877556,1.58599251411533e-05
"Lachnospira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96359205229641e-05,0.000373303738082026,5.99017611117767e-05,0.000292638729047489,0.00014219755047236,0.000102798975509784,1.72964572863987e-05,0.00071277756064262,0.000192864141233781,1.37732374191314e-05,8.71408055993196e-05,0.00063757340565859,1.22428491558556e-05,0.000296048785822846,3.43631711391656e-05
"Akkermansia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015138955759504,0.00153282475837084,0.000308274916941095,0.00346045297098656,0.00341351824713157,0.00022528286122357,0.000106439737147069,0.00339484539079483,0.000543110000091568,0.000145602795573675,0.000404333337980843,0.00750278310832096,0.000174460600470942,0.00774252429674271,0.000379316542959251
"Adlercreutzia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27265342049401e-07,8.59458055644304e-06,1.46101856370187e-06,0.000156449166683081,1.24325727188949e-05,2.18721224488903e-06,0,1.39971424295378e-05,5.72297154996383e-06,1.9676053455902e-06,1.16187740799093e-06,0.000343888018012704,4.08094971861852e-06,2.26279326743576e-05,5.28664171371778e-06
"Ruminococcaceae UCG-014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88814710763218e-05,0.000183101933593787,4.74831033203108e-05,0.000428828291411897,0.000163177516935495,8.09268530608942e-05,1.33049671433836e-05,0.000403763723928976,6.58141728245841e-05,4.13197122573943e-05,5.11226059516008e-05,0.000933768924822816,1.83642737337833e-05,0.000356389939621133,2.77548689970183e-05
"Erysipelotrichaceae UCG-003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44538807844461e-06,0.000116587353635227,6.57458353665842e-06,0.000816011840613191,7.77035794930929e-05,1.74976979591123e-05,1.33049671433836e-06,0.000187346367903045,7.89770073895009e-05,1.9676053455902e-06,9.29501926392742e-06,0.00179976429865043,1.63237988744741e-05,0.000156509867664307,2.24682272833006e-05
"Lachnospiraceae FCS020 group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96359205229641e-06,1.71891611128861e-05,7.30509281850935e-06,0.000175020470641864,7.77035794930929e-06,1.31232734693342e-05,0,2.15340652762121e-05,1.4879726029906e-05,5.90281603677061e-06,8.1331418559365e-06,0.000385305188065329,4.08094971861852e-06,1.69709495057682e-05,1.32166042842944e-06
"Ruminococcaceae UCG-013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15817147886916e-05,8.89352248884106e-05,1.1688148509615e-05,0.000504239040820289,5.98317562096816e-05,2.40593346937793e-05,3.99149014301509e-06,0.000183039554847803,3.8916206539754e-05,9.83802672795102e-06,1.27806514879002e-05,0.00111198826262502,1.02023742965463e-05,0.000109368341259395,2.51115481401594e-05
"Lachnospiraceae UCG-001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23361642353338e-05,0.000310525932278442,2.04542598918262e-05,0.000222855647505396,5.67236130299578e-05,5.24930938773368e-05,3.99149014301509e-06,0.0005889566853044,0.000162532392018973,1.57408427647216e-05,2.32375481598186e-05,0.000485710448798965,9.18213686689166e-06,0.000116910985484181,1.45382647127239e-05
