"","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Naming","Gram","Art.Col","MSA1000","MSA1001","MSA1002","MSA1003","Zymo.Ext","Zymo.Seq","Qiagen DSP Virus_OB","Zymo MagBead DNone Kit_OB","MagAttract PowerMag Soil_OB","MagAttract PowerMag Microbiome_OB","Qiagen QIAamp  Modified_OB","Qiagen DSP Virus_OB_AC","Qiagen DSP Virus_OB_ZE","Zymo MagBead DNone Kit_OB_AC","Zymo MagBead DNone Kit_OB_ZE","MagAttract PowerMag Soil_OB_AC","MagAttract PowerMag Soil_OB_ZE","MagAttract PowerMag Microbiome_OB_AC","MagAttract PowerMag Microbiome_OB_ZE","Qiagen QIAamp  Modified_OB_AC","Qiagen QIAamp  Modified_OB_ZE"
"Enterobacteriales","Bacteria","Eubacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia-Shigella, Salmonella","Escherichia coli, Salmonella enterica","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales","N",0.06,0.1,0.0448,0.05,0.18,0.203,0.218,0.306535758577925,0.300720417454485,0.33066048274865,0.160199258346135,0.225516036343869,0.0978120133676273,0.433395455923092,0.116954921941778,0.398330656306984,0.124006374940973,0.452599107895427,0.0811062600465936,0.224470000397366,0.11201458461376,0.305016123537195
"Erysipelotrichales","Bacteria","Eubacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichidae","Coprobacillus","Coprobacillus cateniformis","D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichi;D_3__Erysipelotrichales","P",0.04,NA,NA,NA,NA,NA,NA,0.015307151715585,0.0117960842542236,0.0114115776146451,0.00740079943923458,0.013100877533587,0.0404768778541809,9.30509547027953e-06,0.0338026228251672,0.000106928571142666,0.0307020305367543,2.90247453368844e-05,0.0164745327471932,2.75099519798505e-05,0.0317615031050748,3.03719373862703e-05
"Fusobacteriales","Bacteria","Eubacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium gonidiaformans; Fusobacterium varium","D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia;D_3__Fusobacteriales","N",0.12,NA,NA,NA,NA,NA,NA,0.11388755684167,0.0878542569086843,0.0975522315698166,0.0736943345042178,0.0826636638968704,0.301121550924711,8.9063056644104e-05,0.252994331063319,0.000137234529808769,0.262757752243035,7.0820378621998e-05,0.164298951518054,6.92843235048086e-05,0.200621392023709,4.22566085374195e-05
"Lactobacillales","Bacteria","Eubacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae; Streptococcaceae, Lactobacillaceae , Streptococcaceae","Enterococcus, Lactobacillus, Pediococcus, Streptococcus","Enterococcus faecalis; Enterococcus gallinarum, Lactobacillus fermentum; Lactobacillus gasseri; Lactobacillus iners, Pediococcus acidilactici, Streptococcus agalactiae; Streptococcus mutans","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales","P; N",0.14,0.3,0.0045,0.2,0.2,0.292,0.234,0.193750310045473,0.173686669382874,0.163602696896991,0.165429171606248,0.181775258212317,0.092600125977639,0.255228134354944,0.0708810858177543,0.228293643010674,0.0368920195183378,0.23836978454351,0.170304965054781,0.161467115927957,0.0740353906889232,0.257239745509575
"Neisseriales","Bacteria","Eubacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","D_0__Bacteria;D_1__Proteobacteria;D_2__Betaproteobacteria;D_3__Neisseriales","N",NA,NA,NA,0.05,0.0018,NA,NA,8.26787928896238e-07,7.46894877906962e-07,1.46030809580205e-06,0,0,0,1.32929935289707e-06,1.07651665048303e-06,5.71810540869873e-07,0,2.32197962695075e-06,0,0,0,0
"Pseudomonadales","Bacteria","Eubacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae, Pseudomonadaceae","Acinetobacter, Pseudomonas","Acinetobacter baumannii, Pseudomonas aeruginosa","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales","N",NA,NA,NA,0.1,0.0198,0.046,0.121,0.0224737494832575,0.0307769237864732,0.0898410746699339,0.0359045012442404,0.0468043799021511,2.843245323955e-05,0.0361157341188606,0.00117770921562844,0.0464990613729972,9.24759955926334e-05,0.142798264088031,0.000939144914198015,0.0643172488417801,8.67234013672133e-05,0.0795269372674236
"Rhodobacterales","Bacteria","Eubacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodbacteraceae","Rhodobacter","Rhodobacter sphaeroides","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales","N",NA,0.1,0.4478,0.05,0.18,NA,NA,8.26787928896238e-07,2.61413207267437e-06,2.9206161916041e-06,1.124228989706e-06,1.55315679117807e-06,0,1.32929935289707e-06,0,4.00267378608911e-06,1.96757437431135e-06,3.48296944042613e-06,0,2.03777422072967e-06,3.77058266813971e-06,0
"Saccharomycetales","Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","D_0__Eukaryota;D_1__Ascomycota;D_2__Saccharomycetes;D_3__Saccharomycetales","Y",NA,NA,NA,NA,NA,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Synergistales","Bacteria","Eubacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Pyramidobacter","Pyramidobacter piscolens","D_0__Bacteria;D_1__Synergistetes;D_2__Synergistia;D_3__Synergistales","N",0.02,NA,NA,NA,NA,NA,NA,0.00480033071517156,0.00273326180570053,0.00262709426434789,0.00483530888472549,0.00206647511066242,0.0126939968155652,2.65859870579415e-06,0.00787687233158435,1.14362108173975e-06,0.00707539745002361,2.32197962695075e-06,0.0107807316051729,4.07554844145933e-06,0.0050092190746236,5.28207606717744e-06
"Tremellales","Bacteria","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","Cryptococcus neoformans","D_0__Bacteria;D_1__Basidiomycota;D_2__Tremellomycetes;D_3__Tremellales","Y",NA,NA,NA,NA,NA,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verrucomicrobiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000151302190988012,0.00153188139458718,0.000308125008214233,0.00345644202885109,0.00341150889182263,0.000225272514128742,0.000106343948231766,0.003394256998973,0.000542648203285509,0.00014560050369904,0.000404024455089431,0.00749560520303837,0.000174229695872386,0.00774100621769082,0.000378988957819982
"Gossypium arboreum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48036378668871e-06,4.25730080406968e-05,0,1.686343484559e-06,7.76578395589035e-07,0,3.98789805869123e-06,7.64326821842953e-05,2.45878532574045e-05,0,0,2.50773007796533e-06,1.01888711036483e-06,1.88529133406985e-06,0
"Selenomonadales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1417941298057e-05,0.000339463722008714,3.65077023950513e-05,0.000458685427800047,0.000220548264347286,5.46777946914423e-05,1.7280891587662e-05,0.000749255588736191,0.000121795645205283,1.96757437431135e-05,4.64395925390151e-05,0.000991807245835287,2.54721777591208e-05,0.000463781668181184,5.01797226381857e-05
"Rickettsiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.97515902325569e-06,0,0,0,0,0,1.18416831553134e-05,2.85905270434936e-06,0,0,0,0,0,0
