"","Genus","value","Type"
"55","Clostridium sensu stricto 1","NA","PC04924-MSA1000_Diff"
"56","Coprococcus 1","NA","PC04924-MSA1000_Diff"
"57","Coprococcus 2","NA","PC04924-MSA1000_Diff"
"58","Coprococcus 3","NA","PC04924-MSA1000_Diff"
"59","Defluviitaleaceae UCG-011","NA","PC04924-MSA1000_Diff"
"60","Dialister","NA","PC04924-MSA1000_Diff"
"61","Dorea","NA","PC04924-MSA1000_Diff"
"62","Eisenbergiella","NA","PC04924-MSA1000_Diff"
"63","Enterobacter","NA","PC04924-MSA1000_Diff"
"64","Erwinia","NA","PC04924-MSA1000_Diff"
"65","Erysipelatoclostridium","NA","PC04924-MSA1000_Diff"
"66","Erysipelotrichaceae UCG-003","NA","PC04924-MSA1000_Diff"
"67","Faecalibacterium","NA","PC04924-MSA1000_Diff"
"68","Family XIII AD3011 group","NA","PC04924-MSA1000_Diff"
"69","Flavonifractor","NA","PC04924-MSA1000_Diff"
"70","Fusicatenibacter","NA","PC04924-MSA1000_Diff"
"71","Gordonibacter","NA","PC04924-MSA1000_Diff"
"72","Gossypium arboreum","NA","PC04924-MSA1000_Diff"
"73","Holdemania","NA","PC04924-MSA1000_Diff"
"74","Hungatella","NA","PC04924-MSA1000_Diff"
"75","Intestinibacter","NA","PC04924-MSA1000_Diff"
"76","Intestinimonas","NA","PC04924-MSA1000_Diff"
"77","Kluyvera","NA","PC04924-MSA1000_Diff"
"78","Lachnospira","NA","PC04924-MSA1000_Diff"
"79","Lachnospiraceae FCS020 group","NA","PC04924-MSA1000_Diff"
"80","Lachnospiraceae ND3007 group","NA","PC04924-MSA1000_Diff"
"81","Lachnospiraceae NK4A136 group","NA","PC04924-MSA1000_Diff"
"82","Lachnospiraceae UCG-001","NA","PC04924-MSA1000_Diff"
"83","Lachnospiraceae UCG-004","NA","PC04924-MSA1000_Diff"
"84","Lachnospiraceae UCG-008","NA","PC04924-MSA1000_Diff"
"85","Lactonifactor","NA","PC04924-MSA1000_Diff"
"86","Marvinbryantia","NA","PC04924-MSA1000_Diff"
"87","Odoribacter","NA","PC04924-MSA1000_Diff"
"88","Oryza sativa Indica Group (long-grained rice)","NA","PC04924-MSA1000_Diff"
"89","Other","NA","PC04924-MSA1000_Diff"
"90","Oxalobacter","NA","PC04924-MSA1000_Diff"
"91","Parasutterella","NA","PC04924-MSA1000_Diff"
"92","Phascolarctobacterium","NA","PC04924-MSA1000_Diff"
"93","Porphyromonas","NA","PC04924-MSA1000_Diff"
"94","Raoultella","NA","PC04924-MSA1000_Diff"
"95","Roseburia","NA","PC04924-MSA1000_Diff"
"96","Ruminiclostridium","NA","PC04924-MSA1000_Diff"
"97","Ruminiclostridium 5","NA","PC04924-MSA1000_Diff"
"98","Ruminiclostridium 9","NA","PC04924-MSA1000_Diff"
"99","Ruminococcaceae NK4A214 group","NA","PC04924-MSA1000_Diff"
"100","Ruminococcaceae UCG-002","NA","PC04924-MSA1000_Diff"
"101","Ruminococcaceae UCG-003","NA","PC04924-MSA1000_Diff"
"102","Ruminococcaceae UCG-004","NA","PC04924-MSA1000_Diff"
"103","Ruminococcaceae UCG-005","NA","PC04924-MSA1000_Diff"
"104","Ruminococcaceae UCG-013","NA","PC04924-MSA1000_Diff"
"105","Ruminococcaceae UCG-014","NA","PC04924-MSA1000_Diff"
"106","Ruminococcus 1","NA","PC04924-MSA1000_Diff"
"107","Ruminococcus 2","NA","PC04924-MSA1000_Diff"
"108","Sellimonas","NA","PC04924-MSA1000_Diff"
"109","Serratia","NA","PC04924-MSA1000_Diff"
"110","Succiniclasticum","NA","PC04924-MSA1000_Diff"
"111","Tyzzerella","NA","PC04924-MSA1000_Diff"
"112","Tyzzerella 3","NA","PC04924-MSA1000_Diff"
"113","Acinetobacter","NA","PC04924-MSA1001_Diff"
"114","Actinomyces","NA","PC04924-MSA1001_Diff"
"115","Alistipes","NA","PC04924-MSA1001_Diff"
"116","Anaerostipes","NA","PC04924-MSA1001_Diff"
"117","Bacillus","-99.7352883874192","PC04924-MSA1001_Diff"
"118","Bacteroides","NA","PC04924-MSA1001_Diff"
"119","Bifidobacterium","65.1800462504129","PC04924-MSA1001_Diff"
"120","Bilophila","NA","PC04924-MSA1001_Diff"
"121","Clostridium",NA,"PC04924-MSA1001_Diff"
"122","Lachnoclostridium","NA","PC04924-MSA1001_Diff"
"123","Collinsella","NA","PC04924-MSA1001_Diff"
"124","Coprobacillus","NA","PC04924-MSA1001_Diff"
"125","Cryptococcus","NA","PC04924-MSA1001_Diff"
"126","Deinococcus","-61.8815277883662","PC04924-MSA1001_Diff"
"127","Enterococcus","NA","PC04924-MSA1001_Diff"
"128","Escherichia-Shigella","58.5244399912388","PC04924-MSA1001_Diff"
"129","Fusobacterium","NA","PC04924-MSA1001_Diff"
"130","Helicobacter","NA","PC04924-MSA1001_Diff"
"131","Lactobacillus","65.6506446727788","PC04924-MSA1001_Diff"
"132","Listeria","NA","PC04924-MSA1001_Diff"
"133","Neisseria","NA","PC04924-MSA1001_Diff"
"134","Paenibacillus","NA","PC04924-MSA1001_Diff"
"135","Parabacteroides","NA","PC04924-MSA1001_Diff"
"136","Pediococcus","NA","PC04924-MSA1001_Diff"
"137","Porphyromonadaceae","NA","PC04924-MSA1001_Diff"
"138","Propionibacterium","NA","PC04924-MSA1001_Diff"
"139","Pseudomonas","NA","PC04924-MSA1001_Diff"
"140","Pyramidobacter","NA","PC04924-MSA1001_Diff"
"141","Ralstonia","NA","PC04924-MSA1001_Diff"
"142","Rhodobacter","-85.3643680461808","PC04924-MSA1001_Diff"
"143","Saccharomyces","NA","PC04924-MSA1001_Diff"
"144","Salmonella","NA","PC04924-MSA1001_Diff"
"145","Staphylococcus","22.1376306529977","PC04924-MSA1001_Diff"
"146","Streptococcus","NA","PC04924-MSA1001_Diff"
"147","Subdoligranulum","NA","PC04924-MSA1001_Diff"
"148","Clostridium innocuum group","NA","PC04924-MSA1001_Diff"
"149","Eubacterium coprostanoligenes group","NA","PC04924-MSA1001_Diff"
"150","Eubacterium eligens group","NA","PC04924-MSA1001_Diff"
"151","Eubacterium hallii group","NA","PC04924-MSA1001_Diff"
"152","Eubacterium rectale group","NA","PC04924-MSA1001_Diff"
"153","Eubacterium ventriosum group","NA","PC04924-MSA1001_Diff"
"154","Eubacterium xylanophilum group","NA","PC04924-MSA1001_Diff"
"155","Ruminococcus gauvreauii group","NA","PC04924-MSA1001_Diff"
"156","Ruminococcus torques group","NA","PC04924-MSA1001_Diff"
"157","Adlercreutzia","NA","PC04924-MSA1001_Diff"
"158","Akkermansia","NA","PC04924-MSA1001_Diff"
"159","Ambiguous_taxa","NA","PC04924-MSA1001_Diff"
"160","Anaerofilum","NA","PC04924-MSA1001_Diff"
"161","Anaerotruncus","NA","PC04924-MSA1001_Diff"
"162","Blautia","NA","PC04924-MSA1001_Diff"
"163","Butyricicoccus","NA","PC04924-MSA1001_Diff"
"164","Candidatus Stoquefichus","NA","PC04924-MSA1001_Diff"
"165","Carnobacterium","NA","PC04924-MSA1001_Diff"
"166","Christensenellaceae R-7 group","NA","PC04924-MSA1001_Diff"
"167","Clostridium sensu stricto 1","NA","PC04924-MSA1001_Diff"
"168","Coprococcus 1","NA","PC04924-MSA1001_Diff"
"169","Coprococcus 2","NA","PC04924-MSA1001_Diff"
"170","Coprococcus 3","NA","PC04924-MSA1001_Diff"
"171","Defluviitaleaceae UCG-011","NA","PC04924-MSA1001_Diff"
"172","Dialister","NA","PC04924-MSA1001_Diff"
"173","Dorea","NA","PC04924-MSA1001_Diff"
"174","Eisenbergiella","NA","PC04924-MSA1001_Diff"
"175","Enterobacter","NA","PC04924-MSA1001_Diff"
"176","Erwinia","NA","PC04924-MSA1001_Diff"
"177","Erysipelatoclostridium","NA","PC04924-MSA1001_Diff"
"178","Erysipelotrichaceae UCG-003","NA","PC04924-MSA1001_Diff"
"179","Faecalibacterium","NA","PC04924-MSA1001_Diff"
"180","Family XIII AD3011 group","NA","PC04924-MSA1001_Diff"
"181","Flavonifractor","NA","PC04924-MSA1001_Diff"
"182","Fusicatenibacter","NA","PC04924-MSA1001_Diff"
"183","Gordonibacter","NA","PC04924-MSA1001_Diff"
"184","Gossypium arboreum","NA","PC04924-MSA1001_Diff"
"185","Holdemania","NA","PC04924-MSA1001_Diff"
"186","Hungatella","NA","PC04924-MSA1001_Diff"
"187","Intestinibacter","NA","PC04924-MSA1001_Diff"
"188","Intestinimonas","NA","PC04924-MSA1001_Diff"
"189","Kluyvera","NA","PC04924-MSA1001_Diff"
"190","Lachnospira","NA","PC04924-MSA1001_Diff"
"191","Lachnospiraceae FCS020 group","NA","PC04924-MSA1001_Diff"
"192","Lachnospiraceae ND3007 group","NA","PC04924-MSA1001_Diff"
"193","Lachnospiraceae NK4A136 group","NA","PC04924-MSA1001_Diff"
"194","Lachnospiraceae UCG-001","NA","PC04924-MSA1001_Diff"
"195","Lachnospiraceae UCG-004","NA","PC04924-MSA1001_Diff"
"196","Lachnospiraceae UCG-008","NA","PC04924-MSA1001_Diff"
"197","Lactonifactor","NA","PC04924-MSA1001_Diff"
"198","Marvinbryantia","NA","PC04924-MSA1001_Diff"
"199","Odoribacter","NA","PC04924-MSA1001_Diff"
"200","Oryza sativa Indica Group (long-grained rice)","NA","PC04924-MSA1001_Diff"
"201","Other","NA","PC04924-MSA1001_Diff"
"202","Oxalobacter","NA","PC04924-MSA1001_Diff"
"203","Parasutterella","NA","PC04924-MSA1001_Diff"
"204","Phascolarctobacterium","NA","PC04924-MSA1001_Diff"
"205","Porphyromonas","NA","PC04924-MSA1001_Diff"
"206","Raoultella","NA","PC04924-MSA1001_Diff"
"207","Roseburia","NA","PC04924-MSA1001_Diff"
"208","Ruminiclostridium","NA","PC04924-MSA1001_Diff"
"209","Ruminiclostridium 5","NA","PC04924-MSA1001_Diff"
"210","Ruminiclostridium 9","NA","PC04924-MSA1001_Diff"
"211","Ruminococcaceae NK4A214 group","NA","PC04924-MSA1001_Diff"
"212","Ruminococcaceae UCG-002","NA","PC04924-MSA1001_Diff"
"213","Ruminococcaceae UCG-003","NA","PC04924-MSA1001_Diff"
"214","Ruminococcaceae UCG-004","NA","PC04924-MSA1001_Diff"
"215","Ruminococcaceae UCG-005","NA","PC04924-MSA1001_Diff"
"216","Ruminococcaceae UCG-013","NA","PC04924-MSA1001_Diff"
"217","Ruminococcaceae UCG-014","NA","PC04924-MSA1001_Diff"
"218","Ruminococcus 1","NA","PC04924-MSA1001_Diff"
"219","Ruminococcus 2","NA","PC04924-MSA1001_Diff"
"220","Sellimonas","NA","PC04924-MSA1001_Diff"
"221","Serratia","NA","PC04924-MSA1001_Diff"
"222","Succiniclasticum","NA","PC04924-MSA1001_Diff"
"223","Tyzzerella","NA","PC04924-MSA1001_Diff"
"224","Tyzzerella 3","NA","PC04924-MSA1001_Diff"
"225","Acinetobacter","53.544854696055","PC04924-MSA1002_Diff"
"226","Actinomyces","-74.2804997894146","PC04924-MSA1002_Diff"
"227","Alistipes","NA","PC04924-MSA1002_Diff"
"228","Anaerostipes","NA","PC04924-MSA1002_Diff"
"229","Bacillus","-99.8034536010108","PC04924-MSA1002_Diff"
"230","Bacteroides","28.5834620244279","PC04924-MSA1002_Diff"
"231","Bifidobacterium","-24.9052365576302","PC04924-MSA1002_Diff"
"232","Bilophila","NA","PC04924-MSA1002_Diff"
"233","Clostridium",NA,"PC04924-MSA1002_Diff"
"234","Lachnoclostridium","NA","PC04924-MSA1002_Diff"
"235","Collinsella","NA","PC04924-MSA1002_Diff"
"236","Coprobacillus","NA","PC04924-MSA1002_Diff"
"237","Cryptococcus","NA","PC04924-MSA1002_Diff"
"238","Deinococcus","-84.7114979643409","PC04924-MSA1002_Diff"
"239","Enterococcus","-52.435771444616","PC04924-MSA1002_Diff"
"240","Escherichia-Shigella","-32.2195704057279","PC04924-MSA1002_Diff"
"241","Fusobacterium","NA","PC04924-MSA1002_Diff"
"242","Helicobacter","-37.5122841499368","PC04924-MSA1002_Diff"
"243","Lactobacillus","-23.4592166222097","PC04924-MSA1002_Diff"
"244","Listeria","NA","PC04924-MSA1002_Diff"
"245","Neisseria","-48.0555945528569","PC04924-MSA1002_Diff"
"246","Paenibacillus","NA","PC04924-MSA1002_Diff"
"247","Parabacteroides","NA","PC04924-MSA1002_Diff"
"248","Pediococcus","NA","PC04924-MSA1002_Diff"
"249","Porphyromonadaceae",NA,"PC04924-MSA1002_Diff"
"250","Propionibacterium",NA,"PC04924-MSA1002_Diff"
"251","Pseudomonas","-78.927418222659","PC04924-MSA1002_Diff"
"252","Pyramidobacter","NA","PC04924-MSA1002_Diff"
"253","Ralstonia","NA","PC04924-MSA1002_Diff"
"254","Rhodobacter","-93.162993120876","PC04924-MSA1002_Diff"
"255","Saccharomyces","NA","PC04924-MSA1002_Diff"
"256","Salmonella","NA","PC04924-MSA1002_Diff"
"257","Staphylococcus","11.4979643408676","PC04924-MSA1002_Diff"
"258","Streptococcus","-5.70686508493613","PC04924-MSA1002_Diff"
"259","Subdoligranulum","NA","PC04924-MSA1002_Diff"
"260","Clostridium innocuum group","NA","PC04924-MSA1002_Diff"
"261","Eubacterium coprostanoligenes group","NA","PC04924-MSA1002_Diff"
"262","Eubacterium eligens group","NA","PC04924-MSA1002_Diff"
"263","Eubacterium hallii group","NA","PC04924-MSA1002_Diff"
"264","Eubacterium rectale group","NA","PC04924-MSA1002_Diff"
"265","Eubacterium ventriosum group","NA","PC04924-MSA1002_Diff"
"266","Eubacterium xylanophilum group","NA","PC04924-MSA1002_Diff"
"267","Ruminococcus gauvreauii group","NA","PC04924-MSA1002_Diff"
"268","Ruminococcus torques group","NA","PC04924-MSA1002_Diff"
"269","Adlercreutzia","NA","PC04924-MSA1002_Diff"
"270","Akkermansia","NA","PC04924-MSA1002_Diff"
"271","Ambiguous_taxa","NA","PC04924-MSA1002_Diff"
"272","Anaerofilum","NA","PC04924-MSA1002_Diff"
"273","Anaerotruncus","NA","PC04924-MSA1002_Diff"
"274","Blautia","NA","PC04924-MSA1002_Diff"
"275","Butyricicoccus","NA","PC04924-MSA1002_Diff"
"276","Candidatus Stoquefichus","NA","PC04924-MSA1002_Diff"
"277","Carnobacterium","NA","PC04924-MSA1002_Diff"
"278","Christensenellaceae R-7 group","NA","PC04924-MSA1002_Diff"
"279","Clostridium sensu stricto 1","NA","PC04924-MSA1002_Diff"
"280","Coprococcus 1","NA","PC04924-MSA1002_Diff"
"281","Coprococcus 2","NA","PC04924-MSA1002_Diff"
"282","Coprococcus 3","NA","PC04924-MSA1002_Diff"
"283","Defluviitaleaceae UCG-011","NA","PC04924-MSA1002_Diff"
"284","Dialister","NA","PC04924-MSA1002_Diff"
"285","Dorea","NA","PC04924-MSA1002_Diff"
"286","Eisenbergiella","NA","PC04924-MSA1002_Diff"
"287","Enterobacter","NA","PC04924-MSA1002_Diff"
"288","Erwinia","NA","PC04924-MSA1002_Diff"
"289","Erysipelatoclostridium","NA","PC04924-MSA1002_Diff"
"290","Erysipelotrichaceae UCG-003","NA","PC04924-MSA1002_Diff"
"291","Faecalibacterium","NA","PC04924-MSA1002_Diff"
"292","Family XIII AD3011 group","NA","PC04924-MSA1002_Diff"
"293","Flavonifractor","NA","PC04924-MSA1002_Diff"
"294","Fusicatenibacter","NA","PC04924-MSA1002_Diff"
"295","Gordonibacter","NA","PC04924-MSA1002_Diff"
"296","Gossypium arboreum","NA","PC04924-MSA1002_Diff"
"297","Holdemania","NA","PC04924-MSA1002_Diff"
"298","Hungatella","NA","PC04924-MSA1002_Diff"
"299","Intestinibacter","NA","PC04924-MSA1002_Diff"
"300","Intestinimonas","NA","PC04924-MSA1002_Diff"
"301","Kluyvera","NA","PC04924-MSA1002_Diff"
"302","Lachnospira","NA","PC04924-MSA1002_Diff"
"303","Lachnospiraceae FCS020 group","NA","PC04924-MSA1002_Diff"
"304","Lachnospiraceae ND3007 group","NA","PC04924-MSA1002_Diff"
"305","Lachnospiraceae NK4A136 group","NA","PC04924-MSA1002_Diff"
"306","Lachnospiraceae UCG-001","NA","PC04924-MSA1002_Diff"
"307","Lachnospiraceae UCG-004","NA","PC04924-MSA1002_Diff"
"308","Lachnospiraceae UCG-008","NA","PC04924-MSA1002_Diff"
"309","Lactonifactor","NA","PC04924-MSA1002_Diff"
"310","Marvinbryantia","NA","PC04924-MSA1002_Diff"
"311","Odoribacter","NA","PC04924-MSA1002_Diff"
"312","Oryza sativa Indica Group (long-grained rice)","NA","PC04924-MSA1002_Diff"
"313","Other","NA","PC04924-MSA1002_Diff"
"314","Oxalobacter","NA","PC04924-MSA1002_Diff"
"315","Parasutterella","NA","PC04924-MSA1002_Diff"
"316","Phascolarctobacterium","NA","PC04924-MSA1002_Diff"
"317","Porphyromonas","NA","PC04924-MSA1002_Diff"
"318","Raoultella","NA","PC04924-MSA1002_Diff"
"319","Roseburia","NA","PC04924-MSA1002_Diff"
"320","Ruminiclostridium","NA","PC04924-MSA1002_Diff"
"321","Ruminiclostridium 5","NA","PC04924-MSA1002_Diff"
"322","Ruminiclostridium 9","NA","PC04924-MSA1002_Diff"
"323","Ruminococcaceae NK4A214 group","NA","PC04924-MSA1002_Diff"
"324","Ruminococcaceae UCG-002","NA","PC04924-MSA1002_Diff"
"325","Ruminococcaceae UCG-003","NA","PC04924-MSA1002_Diff"
"326","Ruminococcaceae UCG-004","NA","PC04924-MSA1002_Diff"
"327","Ruminococcaceae UCG-005","NA","PC04924-MSA1002_Diff"
"328","Ruminococcaceae UCG-013","NA","PC04924-MSA1002_Diff"
"329","Ruminococcaceae UCG-014","NA","PC04924-MSA1002_Diff"
"330","Ruminococcus 1","NA","PC04924-MSA1002_Diff"
"331","Ruminococcus 2","NA","PC04924-MSA1002_Diff"
"332","Sellimonas","NA","PC04924-MSA1002_Diff"
"333","Serratia","NA","PC04924-MSA1002_Diff"
"334","Succiniclasticum","NA","PC04924-MSA1002_Diff"
"335","Tyzzerella","NA","PC04924-MSA1002_Diff"
"336","Tyzzerella 3","NA","PC04924-MSA1002_Diff"
"337","Acinetobacter","31.4771434785554","PC04924-MSA1003_Diff"
"338","Actinomyces","-79.9441645541187","PC04924-MSA1003_Diff"
"339","Alistipes","NA","PC04924-MSA1003_Diff"
"340","Anaerostipes","NA","PC04924-MSA1003_Diff"
"341","Bacillus","-98.9749239660994","PC04924-MSA1003_Diff"
"342","Bacteroides","208.859865866573","PC04924-MSA1003_Diff"
"343","Bifidobacterium","-59.8883291082373","PC04924-MSA1003_Diff"
"344","Bilophila","NA","PC04924-MSA1003_Diff"
"345","Clostridium",NA,"PC04924-MSA1003_Diff"
"346","Lachnoclostridium","NA","PC04924-MSA1003_Diff"
"347","Collinsella","NA","PC04924-MSA1003_Diff"
"348","Coprobacillus","NA","PC04924-MSA1003_Diff"
"349","Cryptococcus","NA","PC04924-MSA1003_Diff"
"350","Deinococcus","-87.9664987324712","PC04924-MSA1003_Diff"
"351","Enterococcus","20.335012675288","PC04924-MSA1003_Diff"
"352","Escherichia-Shigella","-31.105976817237","PC04924-MSA1003_Diff"
"353","Fusobacterium","NA","PC04924-MSA1003_Diff"
"354","Helicobacter","-48.3005130728392","PC04924-MSA1003_Diff"
"355","Lactobacillus","8122.00116234709","PC04924-MSA1003_Diff"
"356","Listeria","NA","PC04924-MSA1003_Diff"
"357","Neisseria","-62.1167552688908","PC04924-MSA1003_Diff"
"358","Paenibacillus","NA","PC04924-MSA1003_Diff"
"359","Parabacteroides","NA","PC04924-MSA1003_Diff"
"360","Pediococcus","NA","PC04924-MSA1003_Diff"
"361","Porphyromonadaceae",NA,"PC04924-MSA1003_Diff"
"362","Propionibacterium",NA,"PC04924-MSA1003_Diff"
"363","Pseudomonas","-85.1141132468347","PC04924-MSA1003_Diff"
"364","Pyramidobacter","NA","PC04924-MSA1003_Diff"
"365","Ralstonia","NA","PC04924-MSA1003_Diff"
"366","Rhodobacter","-94.192721425337","PC04924-MSA1003_Diff"
"367","Saccharomyces","NA","PC04924-MSA1003_Diff"
"368","Salmonella","NA","PC04924-MSA1003_Diff"
"369","Staphylococcus","2.005194582931","PC04924-MSA1003_Diff"
"370","Streptococcus","-20.4735478521699","PC04924-MSA1003_Diff"
"371","Subdoligranulum","NA","PC04924-MSA1003_Diff"
"372","Clostridium innocuum group","NA","PC04924-MSA1003_Diff"
"373","Eubacterium coprostanoligenes group","NA","PC04924-MSA1003_Diff"
"374","Eubacterium eligens group","NA","PC04924-MSA1003_Diff"
"375","Eubacterium hallii group","NA","PC04924-MSA1003_Diff"
"376","Eubacterium rectale group","NA","PC04924-MSA1003_Diff"
"377","Eubacterium ventriosum group","NA","PC04924-MSA1003_Diff"
"378","Eubacterium xylanophilum group","NA","PC04924-MSA1003_Diff"
"379","Ruminococcus gauvreauii group","NA","PC04924-MSA1003_Diff"
"380","Ruminococcus torques group","NA","PC04924-MSA1003_Diff"
"381","Adlercreutzia","NA","PC04924-MSA1003_Diff"
"382","Akkermansia","NA","PC04924-MSA1003_Diff"
"383","Ambiguous_taxa","NA","PC04924-MSA1003_Diff"
"384","Anaerofilum","NA","PC04924-MSA1003_Diff"
"385","Anaerotruncus","NA","PC04924-MSA1003_Diff"
"386","Blautia","NA","PC04924-MSA1003_Diff"
"387","Butyricicoccus","NA","PC04924-MSA1003_Diff"
"388","Candidatus Stoquefichus","NA","PC04924-MSA1003_Diff"
"389","Carnobacterium","NA","PC04924-MSA1003_Diff"
"390","Christensenellaceae R-7 group","NA","PC04924-MSA1003_Diff"
"391","Clostridium sensu stricto 1","NA","PC04924-MSA1003_Diff"
"392","Coprococcus 1","NA","PC04924-MSA1003_Diff"
"393","Coprococcus 2","NA","PC04924-MSA1003_Diff"
"394","Coprococcus 3","NA","PC04924-MSA1003_Diff"
"395","Defluviitaleaceae UCG-011","NA","PC04924-MSA1003_Diff"
"396","Dialister","NA","PC04924-MSA1003_Diff"
"397","Dorea","NA","PC04924-MSA1003_Diff"
"398","Eisenbergiella","NA","PC04924-MSA1003_Diff"
"399","Enterobacter","NA","PC04924-MSA1003_Diff"
"400","Erwinia","NA","PC04924-MSA1003_Diff"
"401","Erysipelatoclostridium","NA","PC04924-MSA1003_Diff"
"402","Erysipelotrichaceae UCG-003","NA","PC04924-MSA1003_Diff"
"403","Faecalibacterium","NA","PC04924-MSA1003_Diff"
"404","Family XIII AD3011 group","NA","PC04924-MSA1003_Diff"
"405","Flavonifractor","NA","PC04924-MSA1003_Diff"
"406","Fusicatenibacter","NA","PC04924-MSA1003_Diff"
"407","Gordonibacter","NA","PC04924-MSA1003_Diff"
"408","Gossypium arboreum","NA","PC04924-MSA1003_Diff"
"409","Holdemania","NA","PC04924-MSA1003_Diff"
"410","Hungatella","NA","PC04924-MSA1003_Diff"
"411","Intestinibacter","NA","PC04924-MSA1003_Diff"
"412","Intestinimonas","NA","PC04924-MSA1003_Diff"
"413","Kluyvera","NA","PC04924-MSA1003_Diff"
"414","Lachnospira","NA","PC04924-MSA1003_Diff"
"415","Lachnospiraceae FCS020 group","NA","PC04924-MSA1003_Diff"
"416","Lachnospiraceae ND3007 group","NA","PC04924-MSA1003_Diff"
"417","Lachnospiraceae NK4A136 group","NA","PC04924-MSA1003_Diff"
"418","Lachnospiraceae UCG-001","NA","PC04924-MSA1003_Diff"
"419","Lachnospiraceae UCG-004","NA","PC04924-MSA1003_Diff"
"420","Lachnospiraceae UCG-008","NA","PC04924-MSA1003_Diff"
"421","Lactonifactor","NA","PC04924-MSA1003_Diff"
"422","Marvinbryantia","NA","PC04924-MSA1003_Diff"
"423","Odoribacter","NA","PC04924-MSA1003_Diff"
"424","Oryza sativa Indica Group (long-grained rice)","NA","PC04924-MSA1003_Diff"
"425","Other","NA","PC04924-MSA1003_Diff"
"426","Oxalobacter","NA","PC04924-MSA1003_Diff"
"427","Parasutterella","NA","PC04924-MSA1003_Diff"
"428","Phascolarctobacterium","NA","PC04924-MSA1003_Diff"
"429","Porphyromonas","NA","PC04924-MSA1003_Diff"
"430","Raoultella","NA","PC04924-MSA1003_Diff"
"431","Roseburia","NA","PC04924-MSA1003_Diff"
"432","Ruminiclostridium","NA","PC04924-MSA1003_Diff"
"433","Ruminiclostridium 5","NA","PC04924-MSA1003_Diff"
"434","Ruminiclostridium 9","NA","PC04924-MSA1003_Diff"
